row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí trả trước khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí trả trước khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,3.833.220.772,4.145.686.452,7.978.907.224,3833220772.0,4145686452.0,7978907224.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,2.855.886.179,-,2.855.886.179,2855886179.0,,2855886179.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.772.438.728),(4.145.686.452),(6.918.125.180),-2772438728.0,-4145686452.0,-6918125180.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,3.916.668.223,-,3.916.668.223,3916668223.0,,3916668223.0
