row_label_raw,row_label_full,"Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (""BIDV"") - Chi nhánh Gia Lai",Số cuối năm > 603.011.957,Ngân VND Số đầu năm > 222.193.425,numeric__Số cuối năm > 603.011.957,numeric__Ngân VND Số đầu năm > 222.193.425
"Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""Ngân hàng HD"") - Chi nhánh Sở giao dịch Đồng Nai","Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""Ngân hàng HD"") - Chi nhánh Sở giao dịch Đồng Nai","Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""Ngân hàng HD"") - Chi nhánh Sở giao dịch Đồng Nai",449.914.668,-,449914668.0,
"Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai",-,254.949.778,,254949778.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.052.926.625,477.143.203,1052926625.0,477143203.0
