row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,2.466.948.513,1.123.775.378,2466948513.0,1123775378.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán sản phẩm, hàng hóa","Trong đó: > Doanh thu bán sản phẩm, hàng hóa","Doanh thu bán sản phẩm, hàng hóa",1.050.521.057,493.533.980,1050521057.0,493533980.0
Doanh thu từ các hợp đồng xây dựng,Trong đó: > Doanh thu từ các hợp đồng xây dựng,Doanh thu từ các hợp đồng xây dựng,1.032.528.973,360.150.716,1032528973.0,360150716.0
Doanh thu bán bắt động sản đầu tư,Trong đó: > Doanh thu bán bắt động sản đầu tư,Doanh thu bán bắt động sản đầu tư,214.941.818,-,214941818.0,
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,125.923.241,193.518.896,125923241.0,193518896.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,43.033.424,76.571.786,43033424.0,76571786.0
Các khoản giảm trừ,Trong đó: > Các khoản giảm trừ,Các khoản giảm trừ,(35.528),(952.791),-35528.0,-952791.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(35.528),(952.791),-35528.0,-952791.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,2.466.912.985,1.122.822.587,2466912985.0,1122822587.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán sản phẩm, hàng hóa","Trong đó: > Doanh thu bán sản phẩm, hàng hóa","Doanh thu bán sản phẩm, hàng hóa",1.050.485.529,492.581.190,1050485529.0,492581190.0
Doanh thu từ các hợp đồng xây dựng,Trong đó: > Doanh thu từ các hợp đồng xây dựng,Doanh thu từ các hợp đồng xây dựng,1.032.528.973,360.150.716,1032528973.0,360150716.0
Doanh thu bán bắt động sản đầu tư,Trong đó: > Doanh thu bán bắt động sản đầu tư,Doanh thu bán bắt động sản đầu tư,214.941.818,-,214941818.0,
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,125.923.241,193.518.895,125923241.0,193518895.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,43.033.424,76.571.786,43033424.0,76571786.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,627.021.084,380.658.065,627021084.0,380658065.0
Doanh thu đối với bên liên quan(Thuyết minh số 28),Trong đó: > Doanh thu đối với bên liên quan(Thuyết minh số 28),Doanh thu đối với bên liên quan(Thuyết minh số 28),1.839.891.901,742.164.522,1839891901.0,742164522.0
