row_label_raw,row_label_full,Tên ngân hàng,Số cuối nămNgàn VND,Thời hạn thanhtoán và ngàyđảo hạn,Lãi suất,Tài sảnthể chấp,numeric__Số cuối nămNgàn VND,numeric__Thời hạn thanhtoán và ngàyđảo hạn,numeric__Lãi suất,numeric__Tài sảnthể chấp
"Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng","Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng","Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng","Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng","Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng","Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng","Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng",,,,
Hợp đồng tín dụngsố LD 0931400065ngày 10 tháng 11năm 2009,"Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng > Hợp đồng tín dụngsố LD 0931400065ngày 10 tháng 11năm 2009",Hợp đồng tín dụngsố LD 0931400065ngày 10 tháng 11năm 2009,22.500.000,Trong năm 2016,"0,875%/tháng trong 1tháng đầu, sau đó lãisuất được điều chỉnhtheo lãi suất tiền gửikỳ hạn 13 tháng +0,36%/tháng, điềuchính mỗi tháng 1 lần",Tín chấp,22500000.0,,,
Hợp đồng vay số7683 ngày 6 tháng8 năm 2007,"Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"") - Chi nhánh Đà Nẵng > Hợp đồng vay số7683 ngày 6 tháng8 năm 2007",Hợp đồng vay số7683 ngày 6 tháng8 năm 2007,9.843.750,Trong năm 2016,"1,1%/tháng trong 6tháng đầu, sau đóđược điều chỉnh 2 lầnmỗi năm theo lãi suấttiền gửi tiết kiệm kỳhan 13 tháng +0,45%/tháng",Tín chấp,9843750.0,,,
