row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Ngàn VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Ngàn VND Số cuối năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,
Vay ngắn hạn ngân hàng(Thuyết minh số 20.1),Vay ngắn hạn > Vay ngắn hạn ngân hàng(Thuyết minh số 20.1),Vay ngắn hạn ngân hàng(Thuyết minh số 20.1),477.143.203,1.781.522.366,1.205.738.944,1.052.926.625,477143203.0,1781522366.0,1205738944.0,1052926625.0
Trái phiếu chuyển đổi(Thuyết minh số 20.2),Vay ngắn hạn > Trái phiếu chuyển đổi(Thuyết minh số 20.2),Trái phiếu chuyển đổi(Thuyết minh số 20.2),1.100.000.000,-,-,1.100.000.000,1100000000.0,,,1100000000.0
Vay dài hạn ngân hàngđến hạn trả(Thuyết minh số 20.3),Vay ngắn hạn > Vay dài hạn ngân hàngđến hạn trả(Thuyết minh số 20.3),Vay dài hạn ngân hàngđến hạn trả(Thuyết minh số 20.3),54.294.392,32.294.873,54.245.515,32.343.750,54294392.0,32294873.0,54245515.0,32343750.0
Vay dài hạn trái phiếuđến hạn trả(Thuyết minh số 20.4),Vay ngắn hạn > Vay dài hạn trái phiếuđến hạn trả(Thuyết minh số 20.4),Vay dài hạn trái phiếuđến hạn trả(Thuyết minh số 20.4),1.980.000.000,1.373.860.293,850.000.000,2.503.860.293,1980000000.0,1373860293.0,850000000.0,2503860293.0
,,,3.611.437.595,3.187.677.532,2.109.984.459,4.689.130.668,3611437595.0,3187677532.0,2109984459.0,4689130668.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,
Vay dài hạn ngân hàng(Thuyết minh số 20.3),Vay dài hạn > Vay dài hạn ngân hàng(Thuyết minh số 20.3),Vay dài hạn ngân hàng(Thuyết minh số 20.3),32.294.873,-,32.294.873,-,32294873.0,,32294873.0,
Trái phiếu phát hành(Thuyết minh số 20.4),Vay dài hạn > Trái phiếu phát hành(Thuyết minh số 20.4),Trái phiếu phát hành(Thuyết minh số 20.4),5.548.579.830,4.600.000.000,1.653.585.455,8.494.994.375,5548579830.0,4600000000.0,1653585455.0,8494994375.0
,,,5.580.874.703,4.600.000.000,1.685.880.328,8.494.994.375,5580874703.0,4600000000.0,1685880328.0,8494994375.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,9.192.312.298,7.787.677.532,3.795.864.787,13.184.125.043,9192312298.0,7787677532.0,3795864787.0,13184125043.0
