row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm > Ngân VND,Nguyên tệ > Ngân VND,Nguyên tệ > USD,Thời hạn thanh toán và ngày đáo hạn,Lãi suất (%/năm),Tài sản thế chấp,numeric__Số cuối năm > Ngân VND,numeric__Nguyên tệ > Ngân VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất (%/năm),numeric__Tài sản thế chấp
"BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai",,,,,,,,,,,,
Hợp đồng vay số 01/2015/370863/HĐTD ngày 31 tháng 3 năm 2015,"BIDV, Chi nhánh Gia Lai > Hợp đồng vay số 01/2015/370863/HĐTD ngày 31 tháng 3 năm 2015",Hợp đồng vay số 01/2015/370863/HĐTD ngày 31 tháng 3 năm 2015,603.011.957,479.027.922,5.522.781,Từ 25 tháng 1 năm 2016 đến 11 tháng 9 năm 2016,"5,05 – 10,5","Công trình khu liên hợp học viện bóng đã HAGL của Công ty Cổ phần Thể thao Hoàng Anh Gia Lai; công trình đại học Y Dược HAGL của Công ty Cổ phần Bệnh viện HAGL, là các công ty con; tài sản gắn liền với đất hình thành trong tương lai (vườn cao su 1.194,74 ha và các lợi ích hợp pháp khác từ vườn cây trên tại xã Po Tó, Gia Lai) của Công ty Cổ phần Cao su Trung Nguyên, bên liên quan; và 30 căn hộ khu Thương mại Bầu Thạc Gián, Đà Nẵng (Thuyết minh số 8)",603011957.0,479027922.0,5522781.0,,,
"Ngân hàng HD, Chi nhánh Sở giao dịch Đồng Nai","Ngân hàng HD, Chi nhánh Sở giao dịch Đồng Nai","Ngân hàng HD, Chi nhánh Sở giao dịch Đồng Nai",,,,,,,,,,,,
Hợp đồng vay số 0577/2015/HĐTDHM-DN/135 ngày 12 tháng 6 năm 2015,"Ngân hàng HD, Chi nhánh Sở giao dịch Đồng Nai > Hợp đồng vay số 0577/2015/HĐTDHM-DN/135 ngày 12 tháng 6 năm 2015",Hợp đồng vay số 0577/2015/HĐTDHM-DN/135 ngày 12 tháng 6 năm 2015,169.914.668,169.914.668,-,Từ 6 tháng 4 năm 2016 đến 25 tháng 5 năm 2016,"10,5",Tài sản hình thành từ vốn vay (thức ăn cho bò)- khó bã đậu nành (Thuyết minh số 8) và 5.000.000 cổ phiếu HAG của Chủ tịch Hội đồng Quản trị Đoàn Nguyên Đức,169914668.0,169914668.0,,,10.5,
Hợp đồng vay số 0874/2015/HĐTDHM-DN/135 ngày 31 tháng 8 năm 2015,"Ngân hàng HD, Chi nhánh Sở giao dịch Đồng Nai > Hợp đồng vay số 0874/2015/HĐTDHM-DN/135 ngày 31 tháng 8 năm 2015",Hợp đồng vay số 0874/2015/HĐTDHM-DN/135 ngày 31 tháng 8 năm 2015,280.000.000,280.000.000,-,Từ 1 tháng 9 năm 2016 đến 3 tháng 9 năm 2016,11,"24.300.000 cổ phiếu HAG của Công ty Cổ phần Chăn nuôi Gia Lai, bên liên quan và các quyền phát sinh liên quan",280000000.0,280000000.0,,,11.0,
Tổng cộng,Tổng cộng,Tổng cộng,,,,,,,,,,,,
Ngân hàng HD,Tổng cộng > Ngân hàng HD,Ngân hàng HD,449.914.668,,,,,,449914668.0,,,,,
TỔNG CỘNG,Tổng cộng > TỔNG CỘNG,TỔNG CỘNG,1.052.926.625,,,,,,1052926625.0,,,,,
