row_label_raw,row_label_full,Gốc vay,Hợp đồng 1,Hợp đồng 2,Cho mượn (*),Ngàn VND Tổng cộng,numeric__Hợp đồng 1,numeric__Hợp đồng 2,numeric__Cho mượn (*),numeric__Ngàn VND Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,3.166.085.936,641.100.000,-,3.807.185.936,3166085936.0,641100000.0,,3807185936.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,44.000.000,-,100.000.000,144.000.000,44000000.0,,100000000.0,144000000.0
Trả trong năm,Trả trong năm,Trả trong năm,(450.000.000),-,-,(450.000.000),-450000000.0,,,-450000000.0
Số cuối năm,Số cuối năm,Số cuối năm,2.760.085.936,641.100.000,100.000.000,3.501.185.936,2760085936.0,641100000.0,100000000.0,3501185936.0
Lãi vay,Lãi vay,Lãi vay,Hợp đồng 1,Hợp đồng 2,Cho mượn (*),Ngàn VND Tổng cộng,,,,
Số đầu năm,Lãi vay > Số đầu năm,Số đầu năm,255.333.154,19.435.000,-,274.768.154,255333154.0,19435000.0,,274768154.0
Tăng trong năm,Lãi vay > Tăng trong năm,Tăng trong năm,307.714.528,32.810.536,-,340.525.064,307714528.0,32810536.0,,340525064.0
Trả trong năm,Lãi vay > Trả trong năm,Trả trong năm,(64.261.479),-,-,(64.261.479),-64261479.0,,,-64261479.0
Số cuối năm (**),Lãi vay > Số cuối năm (**),Số cuối năm (**),498.786.203,52.245.536,-,551.031.739,498786203.0,52245536.0,,551031739.0
