row_label_raw,row_label_full,col_0,Số cuối nămCổ phiếu,Số đầu nămCổ phiếu,numeric__Số cuối nămCổ phiếu,numeric__Số đầu nămCổ phiếu
Số lượng cổ phiếu được phép phát hành,Số lượng cổ phiếu được phép phát hành,Số lượng cổ phiếu được phép phát hành,789.967.947,789.967.947,789967947.0,789967947.0
Số lượng cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,Số lượng cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,Số lượng cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,789.967.947789.967.947,789.967.947789.967.947,7.89967947789968e+17,7.89967947789968e+17
Số lượng cổ phiếu đang lưu hànhCổ phiếu phổ thông,Số lượng cổ phiếu đang lưu hànhCổ phiếu phổ thông,Số lượng cổ phiếu đang lưu hànhCổ phiếu phổ thông,789.899.283789.899.283,789.899.283789.899.283,7.898992837898993e+17,7.898992837898993e+17
Số lượng cổ phiếu quỹ do Công ty nằm giữCổ phiếu phổ thông,Số lượng cổ phiếu quỹ do Công ty nằm giữCổ phiếu phổ thông,Số lượng cổ phiếu quỹ do Công ty nằm giữCổ phiếu phổ thông,68.66468.664,68.66468.664,6866468664.0,6866468664.0
