row_label_raw,row_label_full,Tên công ty liên kết,Lĩnh vực kinh doanh,Tình trạng hoạt động,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
Tên công ty liên kết,Tên công ty liên kết,Tên công ty liên kết,Lĩnh vực kinh doanh,Tình trạng hoạt động,Số lượng cổ phiếu,Tỷ lệ sở hữu (%),Giá gốc Ngân VND,Số lượng cổ phiếu,Tỷ lệ sở hữu (%),Giá gốc Ngân VND,,,,,,,,
Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Tên công ty liên kết > Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Dịch vụ tư vấn,Đang hoạt động,500.000,"25,00",5.000.000,500.000,"25,00",5.000.000,,,500000.0,25.0,5000000.0,500000.0,25.0,5000000.0
Công ty Cổ phần An Đông Mia (i),Tên công ty liên kết > Công ty Cổ phần An Đông Mia (i),Công ty Cổ phần An Đông Mia (i),Trồng cây công nghiệp và nông nghiệp,Trước hoạt động,-,-,-,6.000.000,"30,00",183.183.000,,,,,,6000000.0,30.0,183183000.0
Công ty Cổ phần Bò sửa Tây Nguyên (ii),Tên công ty liên kết > Công ty Cổ phần Bò sửa Tây Nguyên (ii),Công ty Cổ phần Bò sửa Tây Nguyên (ii),Chăn nuôi,Trước hoạt động,-,-,-,3.892.950,"45,00",38.929.500,,,,,,3892950.0,45.0,38929500.0
Công ty Cổ phần HAGL Miền Trung (iii),Tên công ty liên kết > Công ty Cổ phần HAGL Miền Trung (iii),Công ty Cổ phần HAGL Miền Trung (iii),Xây dựng và kinh doanh,Đang hoạt động,-,-,-,1.185.000,"42,55",11.850.000,,,,,,1185000.0,42.55,11850000.0
TỔNG CỘNG,Tên công ty liên kết > TỔNG CỘNG,TỔNG CỘNG,,,,,5.000.000,,,238.962.500,,,,,5000000.0,,,238962500.0
