row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Năm nay,Ngân VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__Ngân VNDNăm trước
Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty con,Lãi chuyển nhượngcổ phiếu,4.614.974,-,,,4614974.0,
Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty con,Lãi vay từ các khoản cho công ty con vay,5.677.778,17.583.284,,,5677778.0,17583284.0
Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty con,Mua dịch vụ,1.882.216,1.774.160,,,1882216.0,1774160.0
Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty con,Cho vay ngắn hạn,-,603.074.000,,,,603074000.0
Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty con,Cho mượn tạm,623.786.943,125.000.000,,,623786943.0,125000000.0
Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty con,Thu hồi tiền cho vay và mượn tạm,312.550.000,812.742.541,,,312550000.0,812742541.0
Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty con,Vay mượn tạm,-,616.313.948,,,,616313948.0
Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty Cổ phầnXây dựng vàPhát triển NhàHoàng Anh,Công ty con,Chuyển giao tài sản,-,51.282.830,,,,51282830.0
Công ty Cổ phầnXây dựng Cầuđường Hoàng AnhGia Lai,Công ty Cổ phầnXây dựng Cầuđường Hoàng AnhGia Lai,Công ty Cổ phầnXây dựng Cầuđường Hoàng AnhGia Lai,Công ty con,Lãi vay từ các khoản cho công ty con vay,2.990,-,,,2990.0,
Công ty Cổ phầnXây dựng Cầuđường Hoàng AnhGia Lai,Công ty Cổ phầnXây dựng Cầuđường Hoàng AnhGia Lai,Công ty Cổ phầnXây dựng Cầuđường Hoàng AnhGia Lai,Công ty con,Mua hợp đồng xây dựng,661.474,-,,,661474.0,
Công ty TNHH Miađường Hoàng AnhAttapeu,Công ty TNHH Miađường Hoàng AnhAttapeu,Công ty TNHH Miađường Hoàng AnhAttapeu,Công ty con,Doanh thu bán hàng và hợp đồng xây dựng,54.743.997,41.273.589,,,54743997.0,41273589.0
Công ty TNHH Miađường Hoàng AnhAttapeu,Công ty TNHH Miađường Hoàng AnhAttapeu,Công ty TNHH Miađường Hoàng AnhAttapeu,Công ty con,Mua hàng hóa,86.814.365,-,,,86814365.0,
Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty con,"Doanh thu bán hàng, cung cấp dịch vụ và hợp đồng xây dựng",274.431,-,,,274431.0,
Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty con,Mua hàng hóa và dịch vụ,209.760,5.825.003,,,209760.0,5825003.0
Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty Cổ phầnBệnh viện HoàngAnh Gia Lai,Công ty con,Cho vay dài hạn,557.000,-,,,557000.0,
Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty con,Lãi vay từ các khoản cho công ty con vay,40.915.757,98.902.326,,,40915757.0,98902326.0
Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty con,Lãi chuyển nhượngcổ phiếu,2.199.578,-,,,2199578.0,
Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty con,Vay mượn tạm,-,45.465.671,,,,45465671.0
Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty con,Cho vay dài hạn,137.068.367,-,,,137068367.0,
Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty con,Thu hồi tiền cho vay,4.000.000,41.938.500,,,4000000.0,41938500.0
Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty con,Chuyển giao tài sản,-,6.837.711,,,,6837711.0
Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty Cổ phầnThủy điện HoàngAnh Gia Lai,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,34.480,-,,,34480.0,
Công ty Cổ phầnBò sữa TâyNguyên,Công ty Cổ phầnBò sữa TâyNguyên,Công ty Cổ phầnBò sữa TâyNguyên,Công ty con,Doanh thu bán hàng và hợp đồng xây dựng,238.863.142,-,,,238863142.0,
Công ty Cổ phầnBò sữa TâyNguyên,Công ty Cổ phầnBò sữa TâyNguyên,Công ty Cổ phầnBò sữa TâyNguyên,Công ty con,Lãi vay từ các khoản cho công ty con vay,23.030.096,-,,,23030096.0,
Công ty Cổ phầnBò sữa TâyNguyên,Công ty Cổ phầnBò sữa TâyNguyên,Công ty Cổ phầnBò sữa TâyNguyên,Công ty con,Cho vay dài hạn,781.202.451,-,,,781202451.0,
Công ty Cổ phầnBò sữa TâyNguyên,Công ty Cổ phầnBò sữa TâyNguyên,Công ty Cổ phầnBò sữa TâyNguyên,Công ty con,Thu hồi tiền cho vay,185.852.451,-,,,185852451.0,
Công ty Cổ phầnAn Đông Mia,Công ty Cổ phầnAn Đông Mia,Công ty Cổ phầnAn Đông Mia,Công ty con,Lãi vay từ các khoản cho công ty con vay,4.087.500,-,,,4087500.0,
Công ty Cổ phầnAn Đông Mia,Công ty Cổ phầnAn Đông Mia,Công ty Cổ phầnAn Đông Mia,Công ty con,Cho vay dài hạn,295.000.000,-,,,295000000.0,
