row_label_raw,row_label_full,CHÍ TIÊU,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Ngoai tệ,Ngoai tệ,Ngoai tệ,,,,
- Đỏ la Mỹ (US$),Ngoai tệ > - Đỏ la Mỹ (US$),- Đỏ la Mỹ (US$),1.489.135,152.018,1489135.0,152018.0
- Euro (EUR),Ngoai tệ > - Euro (EUR),- Euro (EUR),510,543,510.0,543.0
