row_label_raw,row_label_full,Chỉ tiêu,Năm 2019,Năm 2020,numeric__Năm 2019,numeric__Năm 2020
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,16.811.228.743.942,16.552.851.285.923,16811228743942.0,16552851285923.0
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,(169.533.689.051),(238.947.619.316),-169533689051.0,-238947619316.0
