row_label_raw,row_label_full,col_0,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải,truyền dẫn","Thiết bị, dụng cụ quản lý",Tài sản cố định khác,Cộng,"numeric__Nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị","numeric__Phương tiện vận tải,truyền dẫn","numeric__Thiết bị, dụng cụ quản lý",numeric__Tài sản cố định khác,numeric__Cộng
- Tăng do điều động nội bộ,Giá trị hao mòn lũy kế > - Tăng do điều động nội bộ,- Tăng do điều động nội bộ,-,-,691.093.311,-,-,691.093.311,,,691093311.0,,,691093311.0
- Tăng khác,Giá trị hao mòn lũy kế > - Tăng khác,- Tăng khác,53.909.023,-,-,-,-,53.909.023,53909023.0,,,,,53909023.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(11.840.084.851),(9.895.643.092),(1.255.546.142),(315.868.764),-,-23.307.142.849,-11840084851.0,-9895643092.0,-1255546142.0,-315868764.0,,-23307142849.0
- Giảm do điều chỉnh,Giá trị hao mòn lũy kế > - Giảm do điều chỉnh,- Giảm do điều chỉnh,(1.528.312.985),(1.115.547.054),(16),(5.432.908),-,-2.649.292.963,-1528312985.0,-1115547054.0,-16.0,-5432908.0,,-2649292963.0
- Giảm do điều động nội bộ,Giá trị hao mòn lũy kế > - Giảm do điều động nội bộ,- Giảm do điều động nội bộ,-,-,(2.034.373.667),-,-,-2.034.373.667,,,-2034373667.0,,,-2034373667.0
- Giảm khác,Giá trị hao mòn lũy kế > - Giảm khác,- Giảm khác,-,-,(496.095.636),-,-,-496.095.636,,,-496095636.0,,,-496095636.0
Số dư cuối kỳ,Giá trị hao mòn lũy kế > Số dư cuối kỳ,Số dư cuối kỳ,1.994.829.581.380,1.591.809.055.653,238.898.487.646,54.064.877.902,31.068.338.071,3.910.670.340.652,1994829581380.0,1591809055653.0,238898487646.0,54064877902.0,31068338071.0,3910670340652.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày đầu kỳ,Giá trị còn lại > Tại ngày đầu kỳ,Tại ngày đầu kỳ,1.573.095.523.339,913.620.422.753,92.344.881.124,11.119.695.807,6.484.407.012,2.596.664.930.035,1573095523339.0,913620422753.0,92344881124.0,11119695807.0,6484407012.0,2596664930035.0
Tại ngày cuối kỳ,Giá trị còn lại > Tại ngày cuối kỳ,Tại ngày cuối kỳ,1.410.382.931.516,795.399.910.266,71.472.441.250,7.895.775.563,5.589.659.991,2.290.740.718.586,1410382931516.0,795399910266.0,71472441250.0,7895775563.0,5589659991.0,2290740718586.0
"Trong đó:- Giá trị còn lại cuối kỳ của tài sản cố định hữu hình đã dùng thế chấp, cầm cố đảm bảo các khoản vay:- Nguyễn giá tài sản cố định cuối kỳ đã khấu hao hết nhưng vẫn còn sử dụng:- Nguyễn giá tài sản cố định cuối kỳ chờ thanh lý:","Giá trị còn lại > Trong đó:- Giá trị còn lại cuối kỳ của tài sản cố định hữu hình đã dùng thế chấp, cầm cố đảm bảo các khoản vay:- Nguyễn giá tài sản cố định cuối kỳ đã khấu hao hết nhưng vẫn còn sử dụng:- Nguyễn giá tài sản cố định cuối kỳ chờ thanh lý:","Trong đó:- Giá trị còn lại cuối kỳ của tài sản cố định hữu hình đã dùng thế chấp, cầm cố đảm bảo các khoản vay:- Nguyễn giá tài sản cố định cuối kỳ đã khấu hao hết nhưng vẫn còn sử dụng:- Nguyễn giá tài sản cố định cuối kỳ chờ thanh lý:","Trong đó:- Giá trị còn lại cuối kỳ của tài sản cố định hữu hình đã dùng thế chấp, cầm cố đảm bảo các khoản vay:- Nguyễn giá tài sản cố định cuối kỳ đã khấu hao hết nhưng vẫn còn sử dụng:- Nguyễn giá tài sản cố định cuối kỳ chờ thanh lý:","Trong đó:- Giá trị còn lại cuối kỳ của tài sản cố định hữu hình đã dùng thế chấp, cầm cố đảm bảo các khoản vay:- Nguyễn giá tài sản cố định cuối kỳ đã khấu hao hết nhưng vẫn còn sử dụng:- Nguyễn giá tài sản cố định cuối kỳ chờ thanh lý:","Trong đó:- Giá trị còn lại cuối kỳ của tài sản cố định hữu hình đã dùng thế chấp, cầm cố đảm bảo các khoản vay:- Nguyễn giá tài sản cố định cuối kỳ đã khấu hao hết nhưng vẫn còn sử dụng:- Nguyễn giá tài sản cố định cuối kỳ chờ thanh lý:",298.213.050.291522.203.438.898337.398.027.024,298.213.050.291522.203.438.898337.398.027.024,298.213.050.291522.203.438.898337.398.027.024,,,,2.982130502915222e+35,2.982130502915222e+35,2.982130502915222e+35
