row_label_raw,row_label_full,21 . VAY,21 . VAY_1,21 . VAY_2,21 . VAY_3,21 . VAY_4,21 . VAY_5,21 . VAY_6,21 . VAY_7,numeric__21 . VAY_1,numeric__21 . VAY_2,numeric__21 . VAY_3,numeric__21 . VAY_4,numeric__21 . VAY_5,numeric__21 . VAY_6,numeric__21 . VAY_7
,,,,01/01/2020,01/01/2020,Trong ký,Trong ký,31/12/2020,31/12/2020,,,,,,,
,,,,Giá trịVND,Số có khànăng trả nợVND,TăngVND,GiảmVND,Giá trịVND,Số có khànăng trả nợVND,,,,,,,
b),b),b),Vay dài hạn,,,,,,,,,,,,,
b),b) > b),b),- Vay dài hạn,35.873.607.923,35.873.607.923,11.783.949.500,19.290.044.380,28.367.513.043,28.367.513.043,,35873607923.0,35873607923.0,11783949500.0,19290044380.0,28367513043.0,28367513043.0
b),b) > b),b),Công ty Mệ,27.611.863.341,27.611.863.341,4.300.000.000,9.543.516.798,22.368.346.543,22.368.346.543,,27611863341.0,27611863341.0,4300000000.0,9543516798.0,22368346543.0,22368346543.0
b),b) > b),b),Công ty CP Lương thực Nam Trung Bộ,1.113.600.000,1.113.600.000,,832.800.000,280.800.000,280.800.000,,1113600000.0,1113600000.0,,832800000.0,280800000.0,280800000.0
b),b) > b),b),Công ty CP XNK Kiên Giang,7.148.144.582,7.148.144.582,7.483.949.500,8.913.727.582,5.718.366.500,5.718.366.500,,7148144582.0,7148144582.0,7483949500.0,8913727582.0,5718366500.0,5718366500.0
b),b),b),Công ty CP Lương thực Quảng Ngãi,,-,,,-,-,,,,,,,
b),b) > b),b),,35.873.607.923,35.873.607.923,11.783.949.500,19.290.044.380,28.367.513.043,28.367.513.043,,35873607923.0,35873607923.0,11783949500.0,19290044380.0,28367513043.0,28367513043.0
b),b) > b),b),Khoản đến hạn trả trong vòng 12 tháng,(23.912.894.880),(23.912.894.880),(10.391.044.864),(13.738.794.880),(20.565.144.864),(20.565.144.864),,-23912894880.0,-23912894880.0,-10391044864.0,-13738794880.0,-20565144864.0,-20565144864.0
b),b) > b),b),Khoản đến hạn trả sau 12 tháng,11.960.713.043,11.960.713.043,,,7.802.368.179,7.802.368.179,,11960713043.0,11960713043.0,,,7802368179.0,7802368179.0
