row_label_raw,row_label_full,31/12/2020,31/12/2019,numeric__31/12/2019
VND,VND,VND,VND,
14.791.504.548,VND > 14.791.504.548,14.791.504.548,30.574.650.403,30574650403.0
-,VND > -,-,1.462.612.329,1462612329.0
16.000.000,VND > 16.000.000,16.000.000,355.500.000,355500000.0
10.974.190.700,VND > 10.974.190.700,10.974.190.700,25.554.891.379,25554891379.0
9.127.943.677,VND > 9.127.943.677,9.127.943.677,22.390.792.929,22390792929.0
433.454.547,VND > 433.454.547,433.454.547,583.940.911,583940911.0
998.825.537,VND > 998.825.537,998.825.537,664.301.644,664301644.0
223.291.011,VND > 223.291.011,223.291.011,25.806.774,25806774.0
34.710.064.118,VND > 34.710.064.118,34.710.064.118,14.611.055.873,14611055873.0
71.275.274.138 √,VND > 71.275.274.138 √,71.275.274.138 √,96.223.552.242,96223552242.0
