row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,01/01/2020,01/01/2020_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__01/01/2020,numeric__01/01/2020_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,483.558.782.974,-,516.647.121.217,-,483558782974.0,,516647121217.0,
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.396.842.610.523,(279.658.072.840),1.806.511.551.969,(271.739.701.861),1396842610523.0,-279658072840.0,1806511551969.0,-271739701861.0
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,44.000.000.000,-,29.580.000.000,-,44000000000.0,,29580000000.0,
Đầu tư ngắn hạn,Tài sản tài chính > Đầu tư ngắn hạn,Đầu tư ngắn hạn,2.150.000,-,2.150.000,-,2150000.0,,2150000.0,
Đầu tư đại hạn,Tài sản tài chính > Đầu tư đại hạn,Đầu tư đại hạn,75.075.051.909,(36.240.463.709),75.100.108.871,(37.864.439.130),75075051909.0,-36240463709.0,75100108871.0,-37864439130.0
,,,1.999.478.595.406,(315.898.536.549),2.427.840.932.057,(309.604.140.991),1999478595406.0,-315898536549.0,2427840932057.0,-309604140991.0
,,,,,Giá trị số kế toán,Giá trị số kế toán,,,,
,,,,,31/12/2020,01/01/2020,,,,
,,,,,VND,VND,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,,,1.459.522.709.242,2.275.624.334.394,,,1459522709242.0,2275624334394.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",,,2.007.136.311.891,1.634.451.311.831,,,2007136311891.0,1634451311831.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,,,45.818.541.279,46.153.421.488,,,45818541279.0,46153421488.0
,,,,,3.512.477.562.412,3.956.229.067.713,,,3512477562412.0,3956229067713.0
