row_label_raw,row_label_full,col_0,col_1,31/12/2020,01/01/2020,numeric__col_1,numeric__31/12/2020,numeric__01/01/2020
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),FNJ Invesment Limited,7.522.436.437,15.177.911.147,,7522436437.0,15177911147.0
a),a) > a),a),Công ty CP Lương thực Hậu Giang,9.500.000.000,9.500.000.000,,9500000000.0,9500000000.0
a),a) > a),a),Công ty TNHH XNK TM Võ Thị Thu Hà,3.803.625.000,6.000.000.000,,3803625000.0,6000000000.0
a),a) > a),a),Timor Food Unipessoal Lda,,31.257.711.822,,,31257711822.0
a),a) > a),a),Công ty TNHH Tân An Thái,,12.142.540.390,,,12142540390.0
a),a) > a),a),Công ty CP LT Hưng Phước,33.000.000.000,-,,33000000000.0,
a),a) > a),a),Perissos Vitoria Unipessoal Lda,10.522.915.000,,,10522915000.0,
a),a) > a),a),Công ty CO Quốc Tế Gia,12.200.000.000,,,12200000000.0,
a),a) > a),a),Sodatrade Corporation,5.535.128.970,,,5535128970.0,
a),a) > a),a),Cty TNHH XNK Phước Chung Chợ Mới,4.294.000.000,,,4294000000.0,
a),a) > a),a),Cty CP LT Bình Minh,3.017.972.960,,,3017972960.0,
a),a) > a),a),Các khoản người mua trả tiền trước khác,66.120.781.926,48.099.169.095,,66120781926.0,48099169095.0
,,,,155.516.860.293,122.177.332.454,,155516860293.0,122177332454.0
