row_label_raw,row_label_full,col_0,col_1,31/12/2020,01/01/2020,numeric__col_1,numeric__31/12/2020,numeric__01/01/2020
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),Chi phí bảo hiểm,981.851.062,1.236.728.457,,981851062.0,1236728457.0
a),a) > a),a),Công cụ dụng cụ chờ phân bổ,1.198.557.259,1.209.466.641,,1198557259.0,1209466641.0
a),a) > a),a),Chi phí bao bị chờ phân bổ,85.358.820,731.160.819,,85358820.0,731160819.0
a),a) > a),a),"Chi phí thanh lý nhà 02 Điện Biên Phù, Tp. Trà Vinh",3.409.253.364,3.409.253.364,,3409253364.0,3409253364.0
a),a) > a),a),Chi phí sửa chữa tài sản,1.498.778.758,1.617.160.626,,1498778758.0,1617160626.0
a),a) > a),a),Chi phí làm hàng xuất khẩu,1.686.268.571,,,1686268571.0,
a),a) > a),a),Chi phí bốc xếp,308.424.417,348.105.335,,308424417.0,348105335.0
a),a),a),"Chi phí thuê đất, mặt nước, phí cơ sở hạ tầng năm 2016",-,,,,
a),a) > a),a),Chi phí trả trước ngắn hạn khác,2.256.954.018,2.419.009.433,,2256954018.0,2419009433.0
,,,,11.425.446.269,10.970.884.675,,11425446269.0,10970884675.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),Giá trị còn lại công cụ dụng cụ,4.779.491.457,9.125.055.789,,4779491457.0,9125055789.0
b),b) > b),b),Chi phí sửa chữa,9.399.883.550,11.496.449.070,,9399883550.0,11496449070.0
b),b) > b),b),Chi phí bao bi luân chuyển,1.074.592.728,733.955.706,,1074592728.0,733955706.0
b),b) > b),b),Chi phí đến bù giải tỏa mặt bằng tại các đơn vị trực thuộc,55.359.106.753,56.497.004.870,,55359106753.0,56497004870.0
b),b) > b),b),"Chi phí thuê nhà, thuê kho và thuê đất",136.241.002.650,117.514.207.818,,136241002650.0,117514207818.0
b),b) > b),b),Chi phí đầu tư khu du lịch Long Trị,5.650.670.911,5.799.044.155,,5650670911.0,5799044155.0
b),b) > b),b),Lợi thế thương mại do sáp nhập Công ty CP Bao bi Thiên Nhiên Trà Vinh,-,262.050.000,,,262050000.0
b),b) > b),b),Chi phí đầu tư hạ tầng ao nuôi trồng thủy sản chờ phân bổ,6.140.172.117,7.368.206.541,,6140172117.0,7368206541.0
b),b) > b),b),Chi phí thành lập doanh nghiệp,531.144.041,599.489.117,,531144041.0,599489117.0
b),b) > b),b),Giá trị công cụ dụng cụ tăng theo kết quả xác định GTDN,-,1.220.300.329,,,1220300329.0
b),b) > b),b),Lợi thế kinh doanh theo kết quả xác định GTDN,15.158.888.043,34.406.467.586,,15158888043.0,34406467586.0
b),b) > b),b),Chi phí trả trước dài hạn khác,6.881.126.017,12.372.620.312,,6881126017.0,12372620312.0
,,,,241.216.078.267,257.394.851.293,,241216078267.0,257394851293.0
