row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Từ ngày 01/01/2020 đến ngày 31/12/2020 > VND,Từ ngày 01/01/2019 đến ngày 31/12/2019 > VND,numeric__Thuyết minh,numeric__Từ ngày 01/01/2020 đến ngày 31/12/2020 > VND,numeric__Từ ngày 01/01/2019 đến ngày 31/12/2019 > VND
Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,,516.647.121.217,396.377.371.528,,516647121217.0,396377371528.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(318.429.088),(50.618.543),,-318429088.0,-50618543.0
Tiền và tương đương tiền cuối kỳ,Tiền và tương đương tiền cuối kỳ,Tiền và tương đương tiền cuối kỳ,3,483.558.782.974,516.647.121.217,3.0,483558782974.0,516647121217.0
