row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
,,,VND,VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,
Cty CP XNK NSTP An Giang,Cty CP XNK NSTP An Giang,Cty CP XNK NSTP An Giang,-,,,
"Cổ tức, lợi nhuận được chia","Cty CP XNK NSTP An Giang > Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",,1.077.236.500,,1077236500.0
Cty CP LTTP Colusa-Miliket,Cty CP LTTP Colusa-Miliket,Cty CP LTTP Colusa-Miliket,,,,
"Cổ tức, lợi nhuận được chia","Cty CP LTTP Colusa-Miliket > Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",4.670.893.700,4.865.520.000,4670893700.0,4865520000.0
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,,,,
Cty CP Bao bì Bình Tây,Cty CP Bao bì Bình Tây,Cty CP Bao bì Bình Tây,,,,
Mua hàng hóa,Cty CP Bao bì Bình Tây > Mua hàng hóa,Mua hàng hóa,40.560.740,1.123.289.900,40560740.0,1123289900.0
,,,Năm 2020,Năm 2019,,
Thu nhập Ban Tổng Giám đốc và Hội đồng Quản trị,Cty CP Bao bì Bình Tây > Thu nhập Ban Tổng Giám đốc và Hội đồng Quản trị,Thu nhập Ban Tổng Giám đốc và Hội đồng Quản trị,2.359.723.727,2.045.239.480,2359723727.0,2045239480.0
