row_label_raw,row_label_full,31/12/2020,31/12/2020_1,01/01/2020,01/01/2020_1,numeric__31/12/2020_1,numeric__01/01/2020,numeric__01/01/2020_1
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
VND,VND,VND,VND,VND,VND,,,
28.771.200.000 √,VND > 28.771.200.000 √,28.771.200.000 √,(28.771.200.000),28.771.200.000,(28.771.200.000),-28771200000.0,28771200000.0,-28771200000.0
28.771.200.000,VND > 28.771.200.000,28.771.200.000,(28.771.200.000),28.771.200.000,(28.771.200.000),-28771200000.0,28771200000.0,-28771200000.0
16.665.508.822 √,VND > 16.665.508.822 √,16.665.508.822 √,(437.724.796),16.665.508.822,(437.724.796),-437724796.0,16665508822.0,-437724796.0
10.812.000.000,VND > 10.812.000.000,10.812.000.000,-,10.812.000.000,-,,10812000000.0,
5.853.508.822,VND > 5.853.508.822,5.853.508.822,(437.724.796),5.853.508.822,(437.724.796),-437724796.0,5853508822.0,-437724796.0
75.075.051.909 √,VND > 75.075.051.909 √,75.075.051.909 √,(36.240.463.709) √,75.100.108.871,(37.864.439.130),,75100108871.0,-37864439130.0
27.469.130.000,VND > 27.469.130.000,27.469.130.000,(8.112.139.001),27.469.130.000,(9.574.818.870),-8112139001.0,27469130000.0,-9574818870.0
2.138.145.362,VND > 2.138.145.362,2.138.145.362,(2.015.036.149),2.138.145.362,(1.846.300.767),-2015036149.0,2138145362.0,-1846300767.0
23.903.329.999,VND > 23.903.329.999,23.903.329.999,(23.903.329.999),23.903.329.999,(23.903.329.999),-23903329999.0,23903329999.0,-23903329999.0
8.099.972.170,VND > 8.099.972.170,8.099.972.170,(6.774.924),8.099.972.170,(149.738.541),-6774924.0,8099972170.0,-149738541.0
1.000.000.000,VND > 1.000.000.000,1.000.000.000,-,1.000.000.000,-,,1000000000.0,
600.000.000,VND > 600.000.000,600.000.000,-,600.000.000,-,,600000000.0,
14.102.287,VND > 14.102.287,14.102.287,-,14.102.287,-,,14102287.0,
10.577.034.161,VND > 10.577.034.161,10.577.034.161,(2.203.183.636),10.577.034.161,(2.390.250.953),-2203183636.0,10577034161.0,-2390250953.0
5.020.816,VND > 5.020.816,5.020.816,-,30.077.778,-,,30077778.0,
1.268.317.114,VND > 1.268.317.114,1.268.317.114,,1.268.317.114,,,1268317114.0,
120.511.760.731,VND > 120.511.760.731,120.511.760.731,(65.449.388.505),120.536.817.693,(67.073.363.926),-65449388505.0,120536817693.0,-67073363926.0
