row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,31/12/2018 > Giá gốc VND,31/12/2018 > Dự phòng VND,31/12/2018 > Giá trị hợp lý VND,1/1/2018 > Giá gốc VND,1/1/2018 > Dự phòng VND,1/1/2018 > Giá trị hợp lý VND,numeric__Tên Công ty,numeric__Địa chỉ,numeric__31/12/2018 > Giá gốc VND,numeric__31/12/2018 > Dự phòng VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__1/1/2018 > Giá gốc VND,numeric__1/1/2018 > Dự phòng VND,numeric__1/1/2018 > Giá trị hợp lý VND
1,1,1,Công ty CP Hóa dấu Quân đội,Hà Nội,50.000.000.000,-,(*),50.000.000.000,-,(*),,,50000000000.0,,,50000000000.0,,
2,2,2,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,TP. Hồ Chí Minh,49.913.937.200,(15.244.508.450),34.669.428.750,49.913.937.200,-,31.258.729.471,,,49913937200.0,-15244508450.0,34669428750.0,49913937200.0,,31258729471.0
3,3,3,Công ty CP Đầu tư và Phát triển Vân Phong,Khánh Hòa,3.801.690.000,-,(*),3.801.690.000,-,(*),,,3801690000.0,,,3801690000.0,,
4,4,4,Công ty CP Xăng dầu Dầu khí Bình Thuận,Bình Thuận,1.697.125.000,-,(*),1.697.125.000,-,(*),,,1697125000.0,,,1697125000.0,,
5,5,5,Tổng Công ty Xuất nhập khẩu Dịch vụ và Đầu tư Việt Nam (VICOSIMEX),Đà Nẵng,500.000.000,-,(*),500.000.000,-,(*),,,500000000.0,,,500000000.0,,
,,,,,105.912.752.200,(15.244.508.450),,105.912.752.200,-,,,,105912752200.0,-15244508450.0,,105912752200.0,,
