row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2018 VND,1/1/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__1/1/2018 VND
Tài sản dài hạn\( (200 = 210 + 220 + 240 + 250 + 260) \),Tài sản dài hạn\( (200 = 210 + 220 + 240 + 250 + 260) \),Tài sản dài hạn\( (200 = 210 + 220 + 240 + 250 + 260) \),200,,11.902.009.068.645,11.996.627.498.980,200.0,,11902009068645.0,11996627498980.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,204.885.000,204.885.000,210.0,,204885000.0,204885000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,204.885.000,204.885.000,216.0,,204885000.0,204885000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,369.932.609.495,364.143.197.591,220.0,,369932609495.0,364143197591.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,123.947.786.445,109.432.508.355,221.0,10.0,123947786445.0,109432508355.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,344.959.137.577,296.657.550.368,222.0,,344959137577.0,296657550368.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(221.011.351.132),(187.225.042.013),223.0,,-221011351132.0,-187225042013.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,245.984.823.050,254.710.689.236,227.0,11.0,245984823050.0,254710689236.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,542.984.122.900,514.370.455.900,228.0,,542984122900.0,514370455900.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(296.999.299.850),(259.659.766.664),229.0,,-296999299850.0,-259659766664.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,7.106.266.161,16.270.853.842,240.0,,7106266161.0,16270853842.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,7.106.266.161,16.270.853.842,242.0,,7106266161.0,16270853842.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,12,11.275.345.582.295,11.355.146.528.944,250.0,12.0,11275345582295.0,11355146528944.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,9.450.358.700.020,9.717.863.227.069,251.0,,9450358700020.0,9717863227069.0
"Đầu tư vào các công ty liên doanh,liên kết","Đầu tư vào các công ty liên doanh,liên kết","Đầu tư vào các công ty liên doanh,liên kết",252,,1.773.694.898.525,1.683.725.960.863,252.0,,1773694898525.0,1683725960863.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,105.912.752.200,105.912.752.200,253.0,,105912752200.0,105912752200.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(54.620.768.450),(152.355.411.188),254.0,,-54620768450.0,-152355411188.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,249.419.725.694,260.862.033.603,260.0,,249419725694.0,260862033603.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,13(b),231.906.511.257,221.764.061.357,261.0,,231906511257.0,221764061357.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,17.513.214.437,25.498.810.377,262.0,,17513214437.0,25498810377.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,-,13.599.161.869,268.0,,,13599161869.0
TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),270,,36.159.058.501.452,42.156.082.419.597,270.0,,36159058501452.0,42156082419597.0
