row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2018 > Giá gốc VND,31/12/2018 > Dự phòng VND,31/12/2018 > Giá trị hợp lý VND,31/12/2018 > % sở hữu,1/1/2018 > % quyền biểu quyết,1/1/2018 > Giá gốc VND,1/1/2018 > Dự phòng VND,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2018 > Giá gốc VND,numeric__31/12/2018 > Dự phòng VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__31/12/2018 > % sở hữu,numeric__1/1/2018 > % quyền biểu quyết,numeric__1/1/2018 > Giá gốc VND,numeric__1/1/2018 > Dự phòng VND
Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,,,,,,,,,,,
16,Các công ty con thuộc Khối xăng dầu trực thuộc > 16,16,Công ty Xăng dầu B12 – Công ty TNHH MTV,Quảng Ninh,100%,100%,865.700.000.000,-,(*),100%,100%,865.700.000.000,-,,,1.0,1.0,865700000000.0,,,1.0,1.0,865700000000.0,
,,,,TP. Hồ Chí,,,,,,,,,,,,,,,,,,,,
17,Các công ty con thuộc Khối xăng dầu trực thuộc > 17,17,Công ty Xăng dầu KV2 – Công ty TNHH MTV,Mính,100%,100%,812.200.000.000,-,(*),100%,100%,812.200.000.000,-,,,1.0,1.0,812200000000.0,,,1.0,1.0,812200000000.0,
18,Các công ty con thuộc Khối xăng dầu trực thuộc > 18,18,Công ty Xăng dầu KV5 – Công ty TNHH MTV,Đà Nẵng,100%,100%,298.400.000.000,-,(*),100%,100%,298.400.000.000,-,,,1.0,1.0,298400000000.0,,,1.0,1.0,298400000000.0,
19,Các công ty con thuộc Khối xăng dầu trực thuộc > 19,19,Công ty Xăng dầu KV1 – Công ty TNHH MTV,Hà Nội,100%,100%,272.600.000.000,-,(*),100%,100%,272.600.000.000,-,,,1.0,1.0,272600000000.0,,,1.0,1.0,272600000000.0,
20,Các công ty con thuộc Khối xăng dầu trực thuộc > 20,20,Công ty Xăng dầu Tây Nam Bộ,Cần Thơ,100%,100%,168.100.000.000,-,(*),100%,100%,168.100.000.000,-,,,1.0,1.0,168100000000.0,,,1.0,1.0,168100000000.0,
21,Các công ty con thuộc Khối xăng dầu trực thuộc > 21,21,Công ty Xăng dầu Bà Rịa Vũng Tàu,Vũng Tàu,100%,100%,167.800.000.000,-,(*),100%,100%,167.800.000.000,-,,,1.0,1.0,167800000000.0,,,1.0,1.0,167800000000.0,
22,Các công ty con thuộc Khối xăng dầu trực thuộc > 22,22,Công ty Xăng dầu Nghề An,Nghề An,100%,100%,131.100.000.000,-,(*),100%,100%,131.100.000.000,-,,,1.0,1.0,131100000000.0,,,1.0,1.0,131100000000.0,
23,23,23,Công ty Xăng dầu Thanh Hóa –,,,,,,,,,,,,,,,,,,,,,
,,,Công ty TNHH MTV,Thanh Hóa,100%,100%,125.300.000.000,-,(*),100%,100%,125.300.000.000,-,,,1.0,1.0,125300000000.0,,,1.0,1.0,125300000000.0,
24,23 > 24,24,Công ty Xăng dầu Vĩnh Long,Vĩnh Long,100%,100%,123.000.000.000,-,(*),100%,100%,123.000.000.000,-,,,1.0,1.0,123000000000.0,,,1.0,1.0,123000000000.0,
