row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,42.577.126,21.546.363,42577126.0,21546363.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,593.673,-,593673.0,
Các khoản khác,Các khoản khác,Các khoản khác,41.983.453,21.546.363,41983453.0,21546363.0
Chi phí khác,Chi phí khác,Chi phí khác,1.380.140.330,914.727.898,1380140330.0,914727898.0
Chi phí chuyển đổi vườn cây,Chi phí chuyển đổi vườn cây,Chi phí chuyển đổi vườn cây,1.164.006.774,488.191.538,1164006774.0,488191538.0
Chi phí xóa số tài sản cố định,Chi phí xóa số tài sản cố định,Chi phí xóa số tài sản cố định,209.177.686,240.498.860,209177686.0,240498860.0
Chi phí hỗ trợ hợp đồng hợp tác kinh doanh,Chi phí hỗ trợ hợp đồng hợp tác kinh doanh,Chi phí hỗ trợ hợp đồng hợp tác kinh doanh,185.750.000,-,185750000.0,
Khấu hao tài sản ngưng sử dụng,Khấu hao tài sản ngưng sử dụng,Khấu hao tài sản ngưng sử dụng,44.549.697,17.349.380,44549697.0,17349380.0
Các khoản phạt,Các khoản phạt,Các khoản phạt,30.834.638,44.461.528,30834638.0,44461528.0
Chi phí từ thanh lý tài sản,Chi phí từ thanh lý tài sản,Chi phí từ thanh lý tài sản,17.041.036,68.166.122,17041036.0,68166122.0
Lỗ từ đánh giá lại các tài sản không hiệu quả,Lỗ từ đánh giá lại các tài sản không hiệu quả,Lỗ từ đánh giá lại các tài sản không hiệu quả,16.824.254,12.636.991,16824254.0,12636991.0
Hoàn nhập dự phòng (*),Hoàn nhập dự phòng (*),Hoàn nhập dự phòng (*),(335.292.885),-,-335292885.0,
Các khoản khác,Các khoản khác,Các khoản khác,47.249.130,43.423.479,47249130.0,43423479.0
Lỗ KHÁC,Lỗ KHÁC,Lỗ KHÁC,(1.337.563.204),(893.181.535),-1337563204.0,-893181535.0
