row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28.1,2.091.833.174,5.388.200.400,,281.0,2091833174.0,5388200400.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,(16.389.150),-,,281.0,-16389150.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,2.075.444.024,5.388.200.400,,281.0,2075444024.0,5388200400.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(1.847.659.651),(3.013.495.226),,29.0,-1847659651.0,-3013495226.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,227.784.373,2.374.705.174,,,227784373.0,2374705174.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,2.137.143.442,1.404.799.179,,282.0,2137143442.0,1404799179.0
22,22,22,7. Chi phí tài chính,30,(1.963.934.151),(1.721.684.164),,30.0,-1963934151.0,-1721684164.0
23,23,23,- Trong đó: Chi phí lãi vay,,(1.263.369.664),(1.532.928.450),,,-1263369664.0,-1532928450.0
24,24,24,8. Phần lãi trong công ty liên kết,,12.562.347,64.840.488,,,12562347.0,64840488.0
25,25,25,9. Chi phí bán hàng,31,(308.856.859),(192.446.215),,31.0,-308856859.0,-192446215.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,(672.601.510),(989.336.089),,31.0,-672601510.0,-989336089.0
30,30,30,11. (Lỗ) lợi nhuận thuần từ hoạt động kinh doanh,,(567.902.358),940.878.373,,,-567902358.0,940878373.0
31,31,31,12. Thu nhập khác,32,42.577.126,21.546.363,,32.0,42577126.0,21546363.0
32,32,32,13. Chi phí khác,32,(1.380.140.330),(914.727.898),,32.0,-1380140330.0,-914727898.0
40,40,40,14. Lỗ khác,32,(1.337.563.204),(893.181.535),,32.0,-1337563204.0,-893181535.0
50,50,50,15. (Lỗ) lợi nhuận kế toán trước thuế,,(1.905.465.562),47.696.838,,,-1905465562.0,47696838.0
51,51,51,16. Chi phí thuế TNDN hiện hành,33.1,(2.253.490),(2.998.375),,331.0,-2253490.0,-2998375.0
52,52,52,17. Thu nhập (chi phí) thuế TNDN hoãn lại,33.2,98.914.750,(38.454.058),,332.0,98914750.0,-38454058.0
60,60,60,18. (Lỗ) lợi nhuận sau thuế TNDN,,(1.808.804.302),6.244.405,,,-1808804302.0,6244405.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,216.517.715,117.506.769,,,216517715.0,117506769.0
62,62,62,20. Lỗ sau thuế của cổ đông không kiểm soát,,(2.025.322.017),(111.262.364),,,-2025322017.0,-111262364.0
70,70,70,21. Lãi cơ bản trên cổ phiếu (VND),27,233,127,,27.0,233.0,127.0
71,71,71,22. Lãi suy giảm trên cổ phiếu (VND),27,233,127,,27.0,233.0,127.0
