row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,Cho mượn,62.154.717,200.852.876,,62154717.0,200852876.0
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Cho mượnLãi cho vayChi phí trả hộ,91.684.29419.711.0312.630.603,19.847.70821.376.4691.139.938,,9.168429419711031e+22,1.9847708213764692e+22
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Lãi cho vayChi phí trả hộ,12.780.5382.192.000,1.682.1112.192.000,,127805382192000.0,16821112192000.0
Công ty Cổ phần Lê Me,Công ty Cổ phần Lê Me,Công ty Cổ phần Lê Me,Lãi cho vay,10.355.825,-,,10355825.0,
Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,Lãi cho vayChi phí trả hộ,-,157.007.7222.619.184,,,1570077222619184.0
Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty TNHH An Tiến,Lãi cho vay,-,31.235.470,,,31235470.0
Công ty Cổ phần Hoàng Anh Mê Kông,Công ty Cổ phần Hoàng Anh Mê Kông,Công ty Cổ phần Hoàng Anh Mê Kông,Cho mượn,-,12.624.059,,,12624059.0
Công ty Cổ phần Xây dựng Huynh Đệ,Công ty Cổ phần Xây dựng Huynh Đệ,Công ty Cổ phần Xây dựng Huynh Đệ,Lãi cho vay,-,17.255,,,17255.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,201.509.008,450.594.792,,201509008.0,450594792.0
