row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,467.023.910,656.027.274,467023910.0,656027274.0
Cho các công ty mượn,Cho các công ty mượn,Cho các công ty mượn,320.503.405,226.611.576,320503405.0,226611576.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,55.608.929,163.893.229,55608929.0,163893229.0
Lãi cho vay các công ty,Lãi cho vay các công ty,Lãi cho vay các công ty,54.427.339,227.438.092,54427339.0,227438092.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,36.484.237,38.084.377,36484237.0,38084377.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 34.2),Trong đó: > Phải thu các bên liên quan (TM số 34.2),Phải thu các bên liên quan (TM số 34.2),268.744.714,457.258.949,268744714.0,457258949.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,198.279.196,198.768.325,198279196.0,198768325.0
Dài hạn,Trong đó: > Dài hạn,Dài hạn,747.838.961,342.673.458,747838961.0,342673458.0
Lãi cho vay các công ty,Trong đó: > Lãi cho vay các công ty,Lãi cho vay các công ty,735.099.245,329.230.801,735099245.0,329230801.0
Phải thu dài hạn khác,Trong đó: > Phải thu dài hạn khác,Phải thu dài hạn khác,12.739.716,13.442.657,12739716.0,13442657.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu dài hạn các bên liên quan (TM số 34.2),Trong đó: > Phải thu dài hạn các bên liên quan (TM số 34.2),Phải thu dài hạn các bên liên quan (TM số 34.2),734.688.234,329.540.303,734688234.0,329540303.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,13.150.727,13.133.155,13150727.0,13133155.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.214.862.871,998.700.732,1214862871.0,998700732.0
