row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,777.223.573,784.539.432,777223573.0,784539432.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Phải thu Chính phủ Lào cho việc xây dựngsân bay (*),Trong đó: > - Phải thu Chính phủ Lào cho việc xây dựngsân bay (*),- Phải thu Chính phủ Lào cho việc xây dựngsân bay (*),743.082.757,748.511.168,743082757.0,748511168.0
- Phải thu từ các khách hàng khác,Trong đó: > - Phải thu từ các khách hàng khác,- Phải thu từ các khách hàng khác,34.140.816,36.028.264,34140816.0,36028264.0
Phải thu về bán hàng và cung cấp dịch vụ,Trong đó: > Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,493.726.186,1.640.202.928,493726186.0,1640202928.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty TNHH Dịch Vụ Nông Nghiệp Tây Nguyên,Trong đó: > - Công ty TNHH Dịch Vụ Nông Nghiệp Tây Nguyên,- Công ty TNHH Dịch Vụ Nông Nghiệp Tây Nguyên,79.448.210,71.906.701,79448210.0,71906701.0
- Công ty TNHH MTV Daun Pênh Agrico,Trong đó: > - Công ty TNHH MTV Daun Pênh Agrico,- Công ty TNHH MTV Daun Pênh Agrico,80.108.487,51.830.676,80108487.0,51830676.0
- Công ty TNHH MTV Thương Mại Thành An,Trong đó: > - Công ty TNHH MTV Thương Mại Thành An,- Công ty TNHH MTV Thương Mại Thành An,58.758.858,62.137.736,58758858.0,62137736.0
- Các khách hàng khác,Trong đó: > - Các khách hàng khác,- Các khách hàng khác,275.410.631,1.454.327.815,275410631.0,1454327815.0
Phải thu tiền bán căn hộ,Trong đó: > Phải thu tiền bán căn hộ,Phải thu tiền bán căn hộ,5.349.575,9.044.677,5349575.0,9044677.0
"Phải thu về thanh lý tài sản, bất động sản đầu tưvà chuyển nhượng dự án","Trong đó: > Phải thu về thanh lý tài sản, bất động sản đầu tưvà chuyển nhượng dự án","Phải thu về thanh lý tài sản, bất động sản đầu tưvà chuyển nhượng dự án",275.065.000,542.589.899,275065000.0,542589899.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty TNHH Thủy điện Hoàng Anh Gia Lai,Trong đó: > - Công ty TNHH Thủy điện Hoàng Anh Gia Lai,- Công ty TNHH Thủy điện Hoàng Anh Gia Lai,249.045.000,-,249045000.0,
- Công ty Cổ phần Thực phẩm Heygo,Trong đó: > - Công ty Cổ phần Thực phẩm Heygo,- Công ty Cổ phần Thực phẩm Heygo,-,516.200.000,,516200000.0
- Các khách hàng khác,Trong đó: > - Các khách hàng khác,- Các khách hàng khác,26.020.000,26.389.899,26020000.0,26389899.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.551.364.334,2.976.376.936,1551364334.0,2976376936.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 34.2),Trong đó: > Phải thu các bên liên quan (TM số 34.2),Phải thu các bên liên quan (TM số 34.2),99.460.182,307.145.551,99460182.0,307145551.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,1.451.904.152,2.669.231.385,1451904152.0,2669231385.0
