row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,5.864.257.829,4.550.604.168,5864257829.0,4550604168.0
Công ty Cổ phần Lê Me,Công ty Cổ phần Lê Me,Công ty Cổ phần Lê Me,4.324.620.872,1.556.446.096,4324620872.0,1556446096.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,220.758.462,224.338.556,220758462.0,224338556.0
Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,62.154.717,200.852.876,62154717.0,200852876.0
Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,27.595.944,219.817.820,27595944.0,219817820.0
Công ty TNHH Thương mại Dịch vụ Minh Tuấn,Công ty TNHH Thương mại Dịch vụ Minh Tuấn,Công ty TNHH Thương mại Dịch vụ Minh Tuấn,5.501.714,5.501.714,5501714.0,5501714.0
Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,-,341.668.291,,341668291.0
Công ty Cổ phần Xây dựng Huynh Đệ,Công ty Cổ phần Xây dựng Huynh Đệ,Công ty Cổ phần Xây dựng Huynh Đệ,-,229.216.928,,229216928.0
Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty TNHH An Tiến,-,124.235.470,,124235470.0
Công ty Cổ phần Thương mại Dịch vụ Xây dựng Phúc Bảo Minh,Công ty Cổ phần Thương mại Dịch vụ Xây dựng Phúc Bảo Minh,Công ty Cổ phần Thương mại Dịch vụ Xây dựng Phúc Bảo Minh,-,67.975.000,,67975000.0
Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty TNHH MTV Đại Lộc Hưng Thịnh,-,61.576.500,,61576500.0
Công ty Cổ phần Hoàng Anh Mê Kông,Công ty Cổ phần Hoàng Anh Mê Kông,Công ty Cổ phần Hoàng Anh Mê Kông,-,12.624.059,,12624059.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - CN Nhà Máy Nhựa Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - CN Nhà Máy Nhựa Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - CN Nhà Máy Nhựa Hoàng Anh Gia Lai,1.820,-,1820.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,10.504.891.358,7.594.857.478,10504891358.0,7594857478.0
