row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,(1.905.465.562),47.696.838,-1905465562.0,47696838.0
Các khoản điều chỉnh tăng (giảm),Các khoản điều chỉnh tăng (giảm),Các khoản điều chỉnh tăng (giảm),,,,
Lỗ từ các công ty con,Các khoản điều chỉnh tăng (giảm) > Lỗ từ các công ty con,Lỗ từ các công ty con,4.096.620.067,1.257.732.317,4096620067.0,1257732317.0
Lợi thế thương mại phân bổ,Các khoản điều chỉnh tăng (giảm) > Lợi thế thương mại phân bổ,Lợi thế thương mại phân bổ,315.937.136,390.318.070,315937136.0,390318070.0
Hoàn nhập chi phí lãi vay trên báo cáo tài chính hợp nhất,Các khoản điều chỉnh tăng (giảm) > Hoàn nhập chi phí lãi vay trên báo cáo tài chính hợp nhất,Hoàn nhập chi phí lãi vay trên báo cáo tài chính hợp nhất,82.805.391,34.147.473,82805391.0,34147473.0
Lợi nhuận chưa thực hiện trên hợp nhất,Các khoản điều chỉnh tăng (giảm) > Lợi nhuận chưa thực hiện trên hợp nhất,Lợi nhuận chưa thực hiện trên hợp nhất,(31.070.098),(32.629.674),-31070098.0,-32629674.0
Các chi phí không có chứng từ hợp lệ,Các khoản điều chỉnh tăng (giảm) > Các chi phí không có chứng từ hợp lệ,Các chi phí không có chứng từ hợp lệ,39.197.043,10.190.354,39197043.0,10190354.0
Tiền phạt,Các khoản điều chỉnh tăng (giảm) > Tiền phạt,Tiền phạt,15.108.406,4.974.838,15108406.0,4974838.0
Lãi từ các công ty liên kết,Các khoản điều chỉnh tăng (giảm) > Lãi từ các công ty liên kết,Lãi từ các công ty liên kết,(12.562.347),(64.840.488),-12562347.0,-64840488.0
Chênh lệch từ thanh lý các khoản đầu tư,Các khoản điều chỉnh tăng (giảm) > Chênh lệch từ thanh lý các khoản đầu tư,Chênh lệch từ thanh lý các khoản đầu tư,(2.805.287.927),(563.609.679),-2805287927.0,-563609679.0
Các khoản dự phòng (hoàn nhập dự phòng),Các khoản điều chỉnh tăng (giảm) > Các khoản dự phòng (hoàn nhập dự phòng),Các khoản dự phòng (hoàn nhập dự phòng),483.220.642,(468.891.480),483220642.0,-468891480.0
Lợi nhuận của các công ty con được miễn thuế,Các khoản điều chỉnh tăng (giảm) > Lợi nhuận của các công ty con được miễn thuế,Lợi nhuận của các công ty con được miễn thuế,(32.681.914),(945.808.547),-32681914.0,-945808547.0
Chênh lệch tỷ giá,Các khoản điều chỉnh tăng (giảm) > Chênh lệch tỷ giá,Chênh lệch tỷ giá,64.232.377,58.559.227,64232377.0,58559227.0
Các khoản khác,Các khoản điều chỉnh tăng (giảm) > Các khoản khác,Các khoản khác,(269.085.545),296.257.819,-269085545.0,296257819.0
Thu nhập chịu thuế ước tính trong năm hiện hành chưa cần trừ lỗ năm trước,Các khoản điều chỉnh tăng (giảm) > Thu nhập chịu thuế ước tính trong năm hiện hành chưa cần trừ lỗ năm trước,Thu nhập chịu thuế ước tính trong năm hiện hành chưa cần trừ lỗ năm trước,40.967.669,24.097.068,40967669.0,24097068.0
Lỗ các năm trước chuyển sang,Các khoản điều chỉnh tăng (giảm) > Lỗ các năm trước chuyển sang,Lỗ các năm trước chuyển sang,(23.903.208),-,-23903208.0,
Thu nhập chịu thuế ước tính trong năm hiện hành sau khi cần trừ lỗ năm trước,Các khoản điều chỉnh tăng (giảm) > Thu nhập chịu thuế ước tính trong năm hiện hành sau khi cần trừ lỗ năm trước,Thu nhập chịu thuế ước tính trong năm hiện hành sau khi cần trừ lỗ năm trước,17.064.461,24.097.068,17064461.0,24097068.0
Thuế TNDN ước tính trong năm hiện hành,Các khoản điều chỉnh tăng (giảm) > Thuế TNDN ước tính trong năm hiện hành,Thuế TNDN ước tính trong năm hiện hành,4.300.785,2.035.545,4300785.0,2035545.0
Thuế TNDN của hoạt động bất động sản,Các khoản điều chỉnh tăng (giảm) > Thuế TNDN của hoạt động bất động sản,Thuế TNDN của hoạt động bất động sản,-,4.066.941,,4066941.0
Điều chỉnh thuế TNDN trích thiếu (thừa) năm trước,Các khoản điều chỉnh tăng (giảm) > Điều chỉnh thuế TNDN trích thiếu (thừa) năm trước,Điều chỉnh thuế TNDN trích thiếu (thừa) năm trước,440.861,(3.104.111),440861.0,-3104111.0
"Thuế thu nhập doanh nghiệp được miễn, giảm","Các khoản điều chỉnh tăng (giảm) > Thuế thu nhập doanh nghiệp được miễn, giảm","Thuế thu nhập doanh nghiệp được miễn, giảm",(2.488.156),-,-2488156.0,
Chi phí thuế TNDN hiện hành ước tính,Các khoản điều chỉnh tăng (giảm) > Chi phí thuế TNDN hiện hành ước tính,Chi phí thuế TNDN hiện hành ước tính,2.253.490,2.998.375,2253490.0,2998375.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh tăng (giảm) > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,29.128.714,82.826.083,29128714.0,82826083.0
Khác,Các khoản điều chỉnh tăng (giảm) > Khác,Khác,158.992,(2.111.279),158992.0,-2111279.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh tăng (giảm) > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(12.947.293),(54.584.465),-12947293.0,-54584465.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh tăng (giảm) > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,18.593.903,29.128.714,18593903.0,29128714.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế TNDN phải trả (TM số 21),Trong đó: > Thuế TNDN phải trả (TM số 21),Thuế TNDN phải trả (TM số 21),19.970.633,30.664.436,19970633.0,30664436.0
Thuế TNDN nộp thừa,Trong đó: > Thuế TNDN nộp thừa,Thuế TNDN nộp thừa,(1.376.730),(1.535.722),-1376730.0,-1535722.0
