row_label_raw,row_label_full,Giá trị vay chuyển đổi,2.217.100.000,numeric__2.217.100.000
Cấu phần vốn chủ sở hữu,Cấu phần vốn chủ sở hữu,Cấu phần vốn chủ sở hữu,(105.576.190),-105576190.0
Cấu phần nợ gốc ghi nhận ban đầu,Cấu phần nợ gốc ghi nhận ban đầu,Cấu phần nợ gốc ghi nhận ban đầu,2.111.523.810,2111523810.0
Cộng: Giá trị phân bổ lũy kế phần giá trị chiết khấu,Cộng: Giá trị phân bổ lũy kế phần giá trị chiết khấu,Cộng: Giá trị phân bổ lũy kế phần giá trị chiết khấu,105.576.190,105576190.0
Số đầu năm,Số đầu năm,Số đầu năm,41.941.226,41941226.0
Số phân bổ tăng trong năm,Số phân bổ tăng trong năm,Số phân bổ tăng trong năm,63.634.964,63634964.0
Số cuối năm,Số cuối năm,Số cuối năm,105.576.190,105576190.0
Cấu phần nợ gốc tại ngày chuyển đổi,Cấu phần nợ gốc tại ngày chuyển đổi,Cấu phần nợ gốc tại ngày chuyển đổi,2.217.100.000,2217100000.0
Hoán đổi trái phiếu chuyển đổi thành cổ phiếu phổ thông,Hoán đổi trái phiếu chuyển đổi thành cổ phiếu phổ thông,Hoán đổi trái phiếu chuyển đổi thành cổ phiếu phổ thông,(2.217.100.000),-2217100000.0
Giá trị trái phiếu tại ngày cuối năm,Giá trị trái phiếu tại ngày cuối năm,Giá trị trái phiếu tại ngày cuối năm,-,
