row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",1.711.671.121,1.062.575.678,1711671121.0,1062575678.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Hoạt động sản xuất,Trong đó: > Hoạt động sản xuất,Hoạt động sản xuất,856.080.345,428.160.396,856080345.0,428160396.0
Hoạt động xây dựng (i),Trong đó: > Hoạt động xây dựng (i),Hoạt động xây dựng (i),855.590.776,629.555.879,855590776.0,629555879.0
Chi phí nuôi bò thịt,Trong đó: > Chi phí nuôi bò thịt,Chi phí nuôi bò thịt,-,4.859.403,,4859403.0
Nguyên vật liệu,Trong đó: > Nguyên vật liệu,Nguyên vật liệu,282.336.032,172.407.850,282336032.0,172407850.0
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,156.551.372,55.406.832,156551372.0,55406832.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,42.046.510,35.320.022,42046510.0,35320022.0
"Công cụ, dụng cụ","Trong đó: > Công cụ, dụng cụ","Công cụ, dụng cụ",30.523.755,47.088.667,30523755.0,47088667.0
Căn hộ sẵn sàng để bán,Trong đó: > Căn hộ sẵn sàng để bán,Căn hộ sẵn sàng để bán,-,36.395.297,,36395297.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,2.223.128.790,1.409.194.346,2223128790.0,1409194346.0
Dự phòng giảm giá hàng tồn kho,Trong đó: > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(21.572.100),(11.970.940),-21572100.0,-11970940.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.201.556.690,1.397.223.406,2201556690.0,1397223406.0
