row_label_raw,row_label_full,Tên ngân hàng,Số tiền (Ngàn VND),Thời hạn thanh toán và ngày đáo hạn,Lãi suất (%/năm),"Tài sản thế chấp (TM số 11, 12, 13 và 14)",numeric__Số tiền (Ngàn VND),numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất (%/năm),"numeric__Tài sản thế chấp (TM số 11, 12, 13 và 14)"
HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,,,,
Khoản vay 1 (*),HD Bank - Chi nhánh Đồng Nai > Khoản vay 1 (*),Khoản vay 1 (*),887.352.918,Từ ngày 25 tháng 6 năm 2020 đến ngày 25 tháng 12 năm 2023,"USD: 8,50VND: 12,57","172.070.455 cổ phiếu HNG thuộc sở hữu của Công ty; Quyền sử dụng 7.924 ha đất tại tỉnh Ratanakiri, Campuchia và tài sản gắn liền đất thuộc sở hữu của Công ty TNHH MTV Hoàng Anh Lymphat; 20.000.000 cổ phần của HNG, Bà Lê Thị Ngọc Bích và Bà Võ Thị Lệ Thu góp vốn tại An Đông Mia.",887352918.0,,,
Khoản vay 2,HD Bank - Chi nhánh Đồng Nai > Khoản vay 2,Khoản vay 2,77.000.000,Ngày 31 tháng 8 năm 2020,"Từ 11,57đến 11,67",98.000.000 cổ phiếu HNG thuộc sở hữu của Công ty.,77000000.0,,,
HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,,,,
Khoản vay 1,HD Bank - Chi nhánh Gia Lai > Khoản vay 1,Khoản vay 1,65.000.000,Từ ngày 31 tháng 3 năm 2020 đến 31 tháng 12 năm 2020,"Từ 11,50đến 11,80","Toàn bộ cây ăn trái và quyền khai thác hình thành trong tương lai của dự án trồng cây ăn trái và cây gia vị được thực hiện trên thừa đất tại Xã Ea H'leo, Tĩnh Đắk Lắk, Việt Nam thuộc sở hữu của Công ty Cổ phần Hoàng Anh Đắk Lắk.",65000000.0,,,
