row_label_raw,row_label_full,Công ty CP Thương mại và Đầu tư Mạnh Hà,555.611.804.339,555.611.804.339_1,numeric__555.611.804.339,numeric__555.611.804.339_1
Công ty CP Đầu tư và Thương mại Vneco Hà Nội,Công ty CP Đầu tư và Thương mại Vneco Hà Nội,Công ty CP Đầu tư và Thương mại Vneco Hà Nội,380.500.000.000,380.500.000.000,380500000000.0,380500000000.0
Công ty TNHH Gió Hát,Công ty TNHH Gió Hát,Công ty TNHH Gió Hát,199.001.000.000,199.001.000.000,199001000000.0,199001000000.0
Công ty CP Bảo Linh,Công ty CP Bảo Linh,Công ty CP Bảo Linh,78.000.000.000,78.000.000.000,78000000000.0,78000000000.0
Công ty CP Đầu tư Phát triển Phú Nguyên,Công ty CP Đầu tư Phát triển Phú Nguyên,Công ty CP Đầu tư Phát triển Phú Nguyên,69.000.000.000,69.000.000.000,69000000000.0,69000000000.0
Công ty CP Đầu tư và Xây dựng Sông Đà,Công ty CP Đầu tư và Xây dựng Sông Đà,Công ty CP Đầu tư và Xây dựng Sông Đà,40.000.000.000,40.000.000.000,40000000000.0,40000000000.0
Bà Hà Thị Phương,Bà Hà Thị Phương,Bà Hà Thị Phương,-,5.159.900.000,,5159900000.0
Đầu tư ngắn hạn khác,Đầu tư ngắn hạn khác,Đầu tư ngắn hạn khác,2.021.000.000,2.021.000.000,2021000000.0,2021000000.0
,,,1.324.133.804.339,1.329.293.704.339,1324133804339.0,1329293704339.0
b) Phải thu cho vay ngắn hạn là các bên liên quan(xem Thuyết minh số 38),b) Phải thu cho vay ngắn hạn là các bên liên quan(xem Thuyết minh số 38),b) Phải thu cho vay ngắn hạn là các bên liên quan(xem Thuyết minh số 38),2.020.000.000,2.020.000.000,2020000000.0,2020000000.0
