row_label_raw,row_label_full,Giá gốc,Dự phòng,Giá gốc_1,Dự phòng_1,numeric__Dự phòng,numeric__Giá gốc_1,numeric__Dự phòng_1
VND,VND,VND,VND,VND,VND,,,
1.643.405.401.009,VND > 1.643.405.401.009,1.643.405.401.009,(808.281.469.066),2.287.652.200.000,(1.105.984.174.155),-808281469066.0,2287652200000.0,-1105984174155.0
1.110.500.000.000,VND > 1.110.500.000.000,1.110.500.000.000,(412.555.690.978),1.334.612.100.000,(571.928.722.844),-412555690978.0,1334612100000.0,-571928722844.0
480.465.301.009,VND > 480.465.301.009,480.465.301.009,(388.878.045.075),900.750.000.000,(527.945.544.313),-388878045075.0,900750000000.0,-527945544313.0
39.000.100.000,VND > 39.000.100.000,39.000.100.000,-,39.000.100.000,-,,39000100000.0,
10.860.000.000,VND > 10.860.000.000,10.860.000.000,(4.297.733.013),10.740.000.000,(4.013.349.003),-4297733013.0,10740000000.0,-4013349003.0
2.550.000.000,VND > 2.550.000.000,2.550.000.000,(2.550.000.000),2.550.000.000,(2.096.557.995),-2550000000.0,2550000000.0,-2096557995.0
30.000.000,30.000.000,30.000.000,-,-,,,,
533.228.000.000,30.000.000 > 533.228.000.000,533.228.000.000,(9.849.612.413),1.559.164.233.130,(1.037.364.233.130),-9849612413.0,1559164233130.0,-1037364233130.0
-,30.000.000 > -,-,-,1.037.364.233.130,(1.037.364.233.130),,1037364233130.0,-1037364233130.0
429.000.000.000,30.000.000 > 429.000.000.000,429.000.000.000,(9.849.612.413),429.000.000.000,-,-9849612413.0,429000000000.0,
104.228.000.000,30.000.000 > 104.228.000.000,104.228.000.000,-,92.800.000.000,-,,92800000000.0,
31.491.200.000,30.000.000 > 31.491.200.000,31.491.200.000,-,31.491.200.000,-,,31491200000.0,
31.491.200.000,30.000.000 > 31.491.200.000,31.491.200.000,-,31.491.200.000,-,,31491200000.0,
