row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
,,,VND,VND,,
Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,3.726.165.825,35.563.283.176,3726165825.0,35563283176.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,1.576.294.100,2.334.395.100,1576294100.0,2334395100.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,54.548.845,46.409.883,54548845.0,46409883.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,30.670.449,9.996.039.424,30670449.0,9996039424.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,1.697.411.522,2.618.969.175,1697411522.0,2618969175.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,367.240.909,20.567.469.594,367240909.0,20567469594.0
Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,906.701.330.369,190.788.729.517,906701330369.0,190788729517.0
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,17.518.085.387,25.417.923.170,17518085387.0,25417923170.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,850.368.971,861.059.367,850368971.0,861059367.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,877.803.746.198,138.413.429.339,877803746198.0,138413429339.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,7.825.825.684,11.334.830.027,7825825684.0,11334830027.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,2.703.304.129,14.761.487.614,2703304129.0,14761487614.0
