row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốc,31/12/2015 > Giá trị hợp lý,31/12/2014 > Giá gốc,31/12/2014 > Giá trị hợp lý,numeric__31/12/2015 > Giá gốc,numeric__31/12/2015 > Giá trị hợp lý,numeric__31/12/2014 > Giá gốc,numeric__31/12/2014 > Giá trị hợp lý
,,,VND,VND,VND,VND,,,,
a. Chứng khoán kinh doanh,a. Chứng khoán kinh doanh,a. Chứng khoán kinh doanh,a. Chứng khoán kinh doanh,a. Chứng khoán kinh doanh,a. Chứng khoán kinh doanh,a. Chứng khoán kinh doanh,,,,
Cổ phiếu:,Cổ phiếu:,Cổ phiếu:,Cổ phiếu:,Cổ phiếu:,Cổ phiếu:,Cổ phiếu:,,,,
"- Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam (""PVR"")","Cổ phiếu: > - Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam (""PVR"")","- Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam (""PVR"")",50.427.000.000,16.640.910.000,50.427.000.000,18.153.720.000,50427000000.0,16640910000.0,50427000000.0,18153720000.0
"- Công ty Cổ phần Fafilm Việt Nam (""Fafilm Việt Nam"")","Cổ phiếu: > - Công ty Cổ phần Fafilm Việt Nam (""Fafilm Việt Nam"")","- Công ty Cổ phần Fafilm Việt Nam (""Fafilm Việt Nam"")",33.219.930.200,-,33.219.930.200,-,33219930200.0,,33219930200.0,
- Công ty Cổ phần Fafilm thành phố Hồ Chí Minh,Cổ phiếu: > - Công ty Cổ phần Fafilm thành phố Hồ Chí Minh,- Công ty Cổ phần Fafilm thành phố Hồ Chí Minh,3.571.425.000,-,3.571.425.000,-,3571425000.0,,3571425000.0,
,,,87.218.355.200,16.640.910.000,87.218.355.200,18.153.720.000,87218355200.0,16640910000.0,87218355200.0,18153720000.0
