row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Doanh thu chuyển nhượng bắt động sản (i),Trong đó: > - Doanh thu chuyển nhượng bắt động sản (i),- Doanh thu chuyển nhượng bắt động sản (i),128.972.549.932,727.388.499.566,128972549932.0,727388499566.0
- Doanh thu bán hàng,Trong đó: > - Doanh thu bán hàng,- Doanh thu bán hàng,3.150.421.862,132.533.157.486,3150421862.0,132533157486.0
- Doanh thu hợp đồng xây dựng,Trong đó: > - Doanh thu hợp đồng xây dựng,- Doanh thu hợp đồng xây dựng,936.735.455,19.375.145.948,936735455.0,19375145948.0
- Doanh thu khác,Trong đó: > - Doanh thu khác,- Doanh thu khác,11.413.615.610,45.259.305.345,11413615610.0,45259305345.0
,,,144.473.322.859,924.556.108.345,144473322859.0,924556108345.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
- Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > - Hàng bán bị trả lại,- Hàng bán bị trả lại,-,33.891.477.880,,33891477880.0
,,,-,33.891.477.880,,33891477880.0
