row_label_raw,row_label_full,col_0,Dự phòng phải thu ngắn hạn khó đòi,Chi phí trích trước chưa có hóa đơn,Lợi nhuận chưa thực hiện,Khác,Tổng cộng,numeric__Dự phòng phải thu ngắn hạn khó đòi,numeric__Chi phí trích trước chưa có hóa đơn,numeric__Lợi nhuận chưa thực hiện,numeric__Khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,,,,,
Tại ngày 01/01/2014,Tại ngày 01/01/2014,Tại ngày 01/01/2014,13.767.908.411,11.656.179.678,3.341.130.982,-,28.765.219.071,13767908411.0,11656179678.0,3341130982.0,,28765219071.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,(6.498.452.770),30.179.691.223,5.681.380.012,7.151.801.283,36.514.419.748,-6498452770.0,30179691223.0,5681380012.0,7151801283.0,36514419748.0
Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,7.269.455.641,41.835.870.901,9.022.510.994,7.151.801.283,65.279.638.819,7269455641.0,41835870901.0,9022510994.0,7151801283.0,65279638819.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,15.087.094.482,(12.688.721.196),(4.140.575.309),669.030.387,(1.073.171.636),15087094482.0,-12688721196.0,-4140575309.0,669030387.0,-1073171636.0
Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,22.356.550.123,29.147.149.705,4.881.935.685,7.820.831.670,64.206.467.183,22356550123.0,29147149705.0,4881935685.0,7820831670.0,64206467183.0
