row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,VND,VND,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bảo hiểm tài sản,Ngắn hạn > Chi phí bảo hiểm tài sản,Chi phí bảo hiểm tài sản,10.124.705.794,9.518.700.811,10124705794.0,9518700811.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,6.681.757.381,7.022.150.127,6681757381.0,7022150127.0
,,,16.806.463.175,16.540.850.938,16806463175.0,16540850938.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Trả trước tiền thuê đất, thuê văn phòng","Dài hạn > Trả trước tiền thuê đất, thuê văn phòng","Trả trước tiền thuê đất, thuê văn phòng",11.819.525.887,9.573.023.571,11819525887.0,9573023571.0
Công cụ dụng cụ phân bổ,Dài hạn > Công cụ dụng cụ phân bổ,Công cụ dụng cụ phân bổ,4.248.106.956,15.734.967.845,4248106956.0,15734967845.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,6.993.814.205,18.258.521.756,6993814205.0,18258521756.0
,,,23.061.447.048,43.566.513.172,23061447048.0,43566513172.0
