row_label_raw,row_label_full,col_0,Kinh doanh hàng hóa sản xuất trong nước VND,Kinh doanh hàng hóa nhập khẩu VND,Tổng cộng VND,numeric__Kinh doanh hàng hóa sản xuất trong nước VND,numeric__Kinh doanh hàng hóa nhập khẩu VND,numeric__Tổng cộng VND
2015,2015,2015,2015,2015,2015,2015.0,2015.0,2015.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,6.792.276.265.117,2.972.670.579.356,9.764.946.844.473,6792276265117.0,2972670579356.0,9764946844473.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(3.764.056.533.500),(2.848.367.464.303),(6.612.423.997.803),-3764056533500.0,-2848367464303.0,-6612423997803.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,3.028.219.731.617,124.303.115.053,3.152.522.846.670,3028219731617.0,124303115053.0,3152522846670.0
2014,2014,2014,2014,2014,2014,2014.0,2014.0,2014.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,7.071.728.592.529,2.477.121.260.062,9.548.849.852.591,7071728592529.0,2477121260062.0,9548849852591.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(4.731.082.695.058),(2.390.013.454.364),(7.121.096.149.422),-4731082695058.0,-2390013454364.0,-7121096149422.0
Trong đó: Hoàn nhập dự phòng,Trong đó: Hoàn nhập dự phòng,Trong đó: Hoàn nhập dự phòng,2.539.676.996,9.893.267.163,12.432.944.159,2539676996.0,9893267163.0,12432944159.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,2.340.645.897.471,87.107.805.698,2.427.753.703.169,2340645897471.0,87107805698.0,2427753703169.0
