row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,VND,VND,,
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,,
Công ty Cổ phần Hoá Dầu và Xơ Sợi Dầu khí,Người mua trả tiền trước > Công ty Cổ phần Hoá Dầu và Xơ Sợi Dầu khí,Công ty Cổ phần Hoá Dầu và Xơ Sợi Dầu khí,6.037.305.000,-,6037305000.0,
Tổng Công ty Điện lực Dầu khí Việt Nam (PVPower),Người mua trả tiền trước > Tổng Công ty Điện lực Dầu khí Việt Nam (PVPower),Tổng Công ty Điện lực Dầu khí Việt Nam (PVPower),-,4.391.188.146,,4391188146.0
Tổng Công ty Khí Việt Nam - CTCP (PVGas),Người mua trả tiền trước > Tổng Công ty Khí Việt Nam - CTCP (PVGas),Tổng Công ty Khí Việt Nam - CTCP (PVGas),54.602.532,305.981.977,54602532.0,305981977.0
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),Người mua trả tiền trước > Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),120.464.600,318.118.500,120464600.0,318118500.0
,,,6.212.372.132,5.015.288.623,6212372132.0,5015288623.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,,
Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Hồ Chí Minh,Vay và nợ thuê tài chính > Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Hồ Chí Minh,Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Hồ Chí Minh,226.950.078.667,1.245.382.915,226950078667.0,1245382915.0
,,,226.950.078.667,1.245.382.915,226950078667.0,1245382915.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,
Tập đoàn đầu khí Việt Nam-Cổ tức phải trả,Phải trả ngắn hạn khác > Tập đoàn đầu khí Việt Nam-Cổ tức phải trả,Tập đoàn đầu khí Việt Nam-Cổ tức phải trả,582.914.138.405,-,582914138405.0,
,,,582.914.138.405,-,582914138405.0,
