row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
,,,VND,VND,,
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,,
Cổ tức trả Tập đoàn,Tập đoàn Dầu khí Việt Nam > Cổ tức trả Tập đoàn,Cổ tức trả Tập đoàn,932.655.634.657,932.655.634.657,932655634657.0,932655634657.0
Phí quản lý nộp Tập đoàn,Tập đoàn Dầu khí Việt Nam > Phí quản lý nộp Tập đoàn,Phí quản lý nộp Tập đoàn,30.727.444.023,35.062.450.431,30727444023.0,35062450431.0
Phí sử dụng thương hiệu nộp Tập đoàn,Tập đoàn Dầu khí Việt Nam > Phí sử dụng thương hiệu nộp Tập đoàn,Phí sử dụng thương hiệu nộp Tập đoàn,1.808.240.663,2.258.509.172,1808240663.0,2258509172.0
,,,965.191.319.343,969.976.594.260,965191319343.0,969976594260.0
Bán hàng,Bán hàng,Bán hàng,Bán hàng,Bán hàng,,
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),Bán hàng > Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),51.062.967.200,58.222.097.606,51062967200.0,58222097606.0
Tổng Công ty Khi Việt Nam - Công ty Cổ phần (PV Gas),Bán hàng > Tổng Công ty Khi Việt Nam - Công ty Cổ phần (PV Gas),Tổng Công ty Khi Việt Nam - Công ty Cổ phần (PV Gas),34.989.851.105,53.571.853.658,34989851105.0,53571853658.0
Công ty TNHH MTV Lộc hóa dầu Bình Sơn (BSR),Bán hàng > Công ty TNHH MTV Lộc hóa dầu Bình Sơn (BSR),Công ty TNHH MTV Lộc hóa dầu Bình Sơn (BSR),14.923.027.120,4.930.623.863,14923027120.0,4930623863.0
Tổng Công ty Dầu Việt Nam (PVOil),Bán hàng > Tổng Công ty Dầu Việt Nam (PVOil),Tổng Công ty Dầu Việt Nam (PVOil),3.591.708.300,8.950.009.524,3591708300.0,8950009524.0
Công ty Điều hành Dầu khí Biển Đông (BIENDONGPOC),Bán hàng > Công ty Điều hành Dầu khí Biển Đông (BIENDONGPOC),Công ty Điều hành Dầu khí Biển Đông (BIENDONGPOC),18.125.201.663,19.652.376.961,18125201663.0,19652376961.0
Công ty Cổ Phần Vận tải Dầu khí (PVTrans),Bán hàng > Công ty Cổ Phần Vận tải Dầu khí (PVTrans),Công ty Cổ Phần Vận tải Dầu khí (PVTrans),9.655.075.525,110.738.572,9655075525.0,110738572.0
Công ty Cổ phần Hoá Dầu và Xơ Sợi Dầu khí (PVTEX),Bán hàng > Công ty Cổ phần Hoá Dầu và Xơ Sợi Dầu khí (PVTEX),Công ty Cổ phần Hoá Dầu và Xơ Sợi Dầu khí (PVTEX),191.586.820.000,534.800.000,191586820000.0,534800000.0
Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC),Bán hàng > Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC),Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC),208.251.433,4.245.376.731,208251433.0,4245376731.0
,,,324.142.902.346,150.217.876.915,324142902346.0,150217876915.0
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,
Tổng Công ty Khi Việt Nam - CTCP (PVGas),"Mua hàng hóa, dịch vụ > Tổng Công ty Khi Việt Nam - CTCP (PVGas)",Tổng Công ty Khi Việt Nam - CTCP (PVGas),1.849.430.622.610,3.002.896.859.715,1849430622610.0,3002896859715.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam (PVSecurity),"Mua hàng hóa, dịch vụ > Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam (PVSecurity)",Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam (PVSecurity),5.971.976.988,5.569.558.940,5971976988.0,5569558940.0
Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC),"Mua hàng hóa, dịch vụ > Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC)",Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC),69.540.000.000,307.760.541.483,69540000000.0,307760541483.0
