row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốcVND,31/12/2015 > Giá trị có thể thu hồiVND,31/12/2014 > Giá gốcVND,31/12/2014 > Giá trị có thể thu hồiVND,numeric__31/12/2015 > Giá gốcVND,numeric__31/12/2015 > Giá trị có thể thu hồiVND,numeric__31/12/2014 > Giá gốcVND,numeric__31/12/2014 > Giá trị có thể thu hồiVND
Phải thu khó có khả năng thu hồi,Phải thu khó có khả năng thu hồi,Phải thu khó có khả năng thu hồi,220.917.749.667,-,119.297.067.289,-,220917749667.0,,119297067289.0,
Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),110.143.267.289,-,110.143.267.289,-,110143267289.0,,110143267289.0,
Doanh nghiệp tư nhân Ngọc Lan (ii),Doanh nghiệp tư nhân Ngọc Lan (ii),Doanh nghiệp tư nhân Ngọc Lan (ii),9.153.800.000,-,9.153.800.000,-,9153800000.0,,9153800000.0,
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (iii),Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (iii),Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (iii),101.620.682.378,-,-,-,101620682378.0,,,
Phải thu có khả năng thu hồi,Phải thu có khả năng thu hồi,Phải thu có khả năng thu hồi,-,-,2.294.640.000,2.294.640.000,,,2294640000.0,2294640000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,-,-,2.294.640.000,2.294.640.000,,,2294640000.0,2294640000.0
