row_label_raw,row_label_full,Chi tiêu,31/12/2014 > Giá trị,31/12/2014 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,31/12/2015 > Giá trị,31/12/2015 > Số có khả năng trả nợ,numeric__31/12/2014 > Giá trị,numeric__31/12/2014 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Số có khả năng trả nợ
Chi tiêu,Chi tiêu,Chi tiêu,VND,VND,VND,VND,VND,VND,,,,,,
Ngân hàng TMCP Đại chủng Việt Nam - Chi nhánh Hồ Chí Minh,Chi tiêu > Ngân hàng TMCP Đại chủng Việt Nam - Chi nhánh Hồ Chí Minh,Ngân hàng TMCP Đại chủng Việt Nam - Chi nhánh Hồ Chí Minh,-,-,226.950.078.667,-,226.950.078.667,226.950.078.667,,,226950078667.0,,226950078667.0,226950078667.0
Cộng,Chi tiêu > Cộng,Cộng,-,-,226.950.078.667,-,226.950.078.667,226.950.078.667,,,226950078667.0,,226950078667.0,226950078667.0
