row_label_raw,row_label_full,col_0,Công nợ,Công nợ_1,Tài sản,Tài sản_1,numeric__Công nợ,numeric__Công nợ_1,numeric__Tài sản,numeric__Tài sản_1
,,,31/12/2015,31/12/2014,31/12/2015,31/12/2014,,,,
,,,VND,VND,VND,VND,,,,
Đô la Mỹ (USD),Đô la Mỹ (USD),Đô la Mỹ (USD),18.413.685.665,-,460.841.784.970,49.165.136.455,18413685665.0,,460841784970.0,49165136455.0
Euro (EUR),Euro (EUR),Euro (EUR),-,-,980.005.931,859.697.601,,,980005931.0,859697601.0
