row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,31/12/2015_2,31/12/2014,31/12/2014_1,31/12/2014_2,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2015_2,numeric__31/12/2014,numeric__31/12/2014_1,numeric__31/12/2014_2
,,,Tổng tài sảnVND,Tổng công nợVND,Tài sản thuầncủa Tổng Công tyVND,Tổng tài sảnVND,Tổng công nợVND,Tài sản thuầncủa Tổng Công tyVND,,,,,,
,,,6.923.094.964.214,7.378.785.674.715,(455.690.710.501),7.800.828.506.176,6.948.750.206.622,852.078.299.554,6923094964214.0,7378785674715.0,-455690710501.0,7800828506176.0,6948750206622.0,852078299554.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,330.360.207.714,330.105.596.040,254.611.674,337.765.450.027,334.323.055.159,3.442.394.868,330360207714.0,330105596040.0,254611674.0,337765450027.0,334323055159.0,3442394868.0
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,6.468.231.735.297,6.987.058.617.336,(518.826.882.039),7.353.654.378.479,6.565.344.671.260,788.309.707.219,6468231735297.0,6987058617336.0,-518826882039.0,7353654378479.0,6565344671260.0,788309707219.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,124.503.021.203,61.621.461.339,62.881.559.864,109.408.677.670,49.082.480.203,60.326.197.467,124503021203.0,61621461339.0,62881559864.0,109408677670.0,49082480203.0,60326197467.0
,,,2015,2015,2015,2014,2014,2014,2015.0,2015.0,2015.0,2014.0,2014.0,2014.0
,,,Doanh thu thuầnVND,Lãi/(Lỗ) thuầnVND,Lãi/(Lỗ) thuầntừ Công ty liên kếtVND,Doanh thu thuầnVND,Lãi/(Lỗ) thuầnVND,(Lỗ) thuầntừ Công ty liên kếtVND,,,,,,
,,,2.306.393.696.475,(1.299.200.777.978),(198.273.817.160),1.494.601.943.752,(1.107.155.444.918),(279.826.945.025),2306393696475.0,-1299200777978.0,-198273817160.0,1494601943752.0,-1107155444918.0,-279826945025.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,176.246.743.797,(3.187.783.194),(1.217.034.592),119.657.880.948,(28.161.107.257),210.575.667,176246743797.0,-3187783194.0,-1217034592.0,119657880948.0,-28161107257.0,210575667.0
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,1.835.314.470.723,(1.307.136.589.258),(198.073.176.098),1.146.489.282.320,(1.089.171.805.579),(280.037.520.692),1835314470723.0,-1307136589258.0,-198073176098.0,1146489282320.0,-1089171805579.0,-280037520692.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,294.832.481.955,11.123.594.474,1.016.393.530,228.454.780.484,10.177.467.918,-,294832481955.0,11123594474.0,1016393530.0,228454780484.0,10177467918.0,
