row_label_raw,row_label_full,col_0,2015,2015_1,2015_2,2015_3,2015_4,2015_5,numeric__2015,numeric__2015_1,numeric__2015_2,numeric__2015_3,numeric__2015_4,numeric__2015_5
,,,Doanh thuVND,Chi phíVND,Lợi nhuận/(lỗ)sau thuế TNDNVND,Doanh thuVND,Chi phíVND,Lợi nhuận/(lỗ)sau thuế TNDNVND,,,,,,
Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,,,,,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,2.452.136.193.751,2.420.947.177.721,27.957.851.890,2.348.012.348.502,2.299.194.231.078,40.198.460.122,2452136193751.0,2420947177721.0,27957851890.0,2348012348502.0,2299194231078.0,40198460122.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,2.600.069.400.533,2.566.415.301.889,32.042.485.855,2.548.197.991.082,2.513.141.318.636,31.886.979.122,2600069400533.0,2566415301889.0,32042485855.0,2548197991082.0,2513141318636.0,31886979122.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,2.673.130.613.391,2.638.014.233.431,27.283.991.513,2.821.395.467.672,2.780.830.095.576,29.569.840.172,2673130613391.0,2638014233431.0,27283991513.0,2821395467672.0,2780830095576.0,29569840172.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,1.422.902.633.794,1.393.263.049.402,25.179.482.248,1.245.771.598.872,1.219.086.997.797,26.160.802.852,1422902633794.0,1393263049402.0,25179482248.0,1245771598872.0,1219086997797.0,26160802852.0
Công ty Cổ phần Quản lý và Phát triển nhà Dầu khí Miền Nam,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Quản lý và Phát triển nhà Dầu khí Miền Nam,Công ty Cổ phần Quản lý và Phát triển nhà Dầu khí Miền Nam,187.532.521.921,179.385.395.045,6.224.259.944,181.010.851.072,174.755.943.076,6.657.036.466,187532521921.0,179385395045.0,6224259944.0,181010851072.0,174755943076.0,6657036466.0
Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,,,,,,
Công ty Cổ phần Phát triển Đô thị Dầu khí (1),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Phát triển Đô thị Dầu khí (1),Công ty Cổ phần Phát triển Đô thị Dầu khí (1),176.246.743.797,177.663.104.727,(3.187.783.194),119.657.880.948,133.840.321.035,(28.161.107.257),176246743797.0,177663104727.0,-3187783194.0,119657880948.0,133840321035.0,-28161107257.0
Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),1.835.314.470.723,2.847.318.804.271,(1.307.136.589.258),1.146.489.282.320,2.034.910.226.835,(1.089.171.805.579),1835314470723.0,2847318804271.0,-1307136589258.0,1146489282320.0,2034910226835.0,-1089171805579.0
