row_label_raw,row_label_full,Ông Lê Cự Tân,Chủ tịch,numeric__Chủ tịch
Bà Nguyễn Thị Hiền,Bà Nguyễn Thị Hiền,Bà Nguyễn Thị Hiền,Phó Chủ tịch,
Ông Đoàn Văn Nhuộm,Ông Đoàn Văn Nhuộm,Ông Đoàn Văn Nhuộm,Ủy viên (bổ nhiệm ngày 01 tháng 01 năm 2016),
Ông Cao Hoài Dương,Ông Cao Hoài Dương,Ông Cao Hoài Dương,Ủy viên (miễn nhiệm ngày 01 tháng 01 năm 2016),
Ông Nguyễn Hồng Vinh,Ông Nguyễn Hồng Vinh,Ông Nguyễn Hồng Vinh,Ủy viên,
Ông Đình Quang Hoàn,Ông Đình Quang Hoàn,Ông Đình Quang Hoàn,Ủy viên (từ nhiệm ngày 27 tháng 8 năm 2015),
