row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
,,,VND,VND,,
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thanh lý bắt động sản đầu tư,Thu nhập khác > Thanh lý bắt động sản đầu tư,Thanh lý bắt động sản đầu tư,19.293.095.488,-,19293095488.0,
Thu phạt do khách hàng vi phạm hợp đồng,Thu nhập khác > Thu phạt do khách hàng vi phạm hợp đồng,Thu phạt do khách hàng vi phạm hợp đồng,253.210.835,1.029.475.330,253210835.0,1029475330.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,6.136.062.486,15.618.580.322,6136062486.0,15618580322.0
,,,25.682.368.809,16.648.055.652,25682368809.0,16648055652.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi phí thanh lý tài sản,Chi phí khác > Chi phí thanh lý tài sản,Chi phí thanh lý tài sản,-,175.336.802,,175336802.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,1.087.635.279,9.370.469.253,1087635279.0,9370469253.0
,,,1.087.635.279,9.545.806.055,1087635279.0,9545806055.0
