row_label_raw,row_label_full,1. Tiền thu từ đi vay,33,226.950.078.667,col_3,numeric__33,numeric__226.950.078.667,numeric__col_3
"2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(569.893.611.925),(1.516.104.854.000),36.0,-569893611925.0,-1516104854000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(342.943.533.258),(1.516.104.854.000),40.0,-342943533258.0,-1516104854000.0
Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),50,430.632.845.304,1.106.322.128.208,50.0,430632845304.0,1106322128208.0
Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,4.757.994.590.292,3.651.611.169.091,60.0,4757994590292.0,3651611169091.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,185.722.992,61.292.993,61.0,185722992.0,61292993.0
Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),70,5.188.813.158.588,4.757.994.590.292,70.0,5188813158588.0,4757994590292.0
