row_label_raw,row_label_full,TONG COUN TY PHAN BON VA HOA CHAY BAU KH - CONG TY CS THN,TONG COUN TY PHAN BON VA HOA CHAY BAU KH - CONG TY CS THN_1,numeric__TONG COUN TY PHAN BON VA HOA CHAY BAU KH - CONG TY CS THN_1
"43 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1Thành phố Hồ Chí Minh, CHXHCN Việt Nam","43 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1Thành phố Hồ Chí Minh, CHXHCN Việt Nam","43 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1Thành phố Hồ Chí Minh, CHXHCN Việt Nam",Báo cáo tài chính hợp nhấtCho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,
THUYẾT MINH BẢO CÁO TÀI CHÍNH HỢP NHẤT (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính hợp nhất kèm theo,THUYẾT MINH BẢO CÁO TÀI CHÍNH HỢP NHẤT (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính hợp nhất kèm theo,THUYẾT MINH BẢO CÁO TÀI CHÍNH HỢP NHẤT (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính hợp nhất kèm theo,MẦU SỐ B 09-DN/HN,
