row_label_raw,row_label_full,col_0,Nơi thành lập và hoạt động,Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),Hoạt động chính,Mối quan hệ,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ sở hữu (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Hoạt động chính,numeric__Mối quan hệ
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Tỉnh Bình Định,75,75,Kinh doanh phân bón và hóa chất,Công ty con,,75.0,75.0,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,TP. Cần Thơ,75,75,Kinh doanh phân bón và hóa chất,Công ty con,,75.0,75.0,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đống Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đống Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đống Nam Bộ,TP. Hồ Chí Minh,75,75,Kinh doanh phân bón và hóa chất,Công ty con,,75.0,75.0,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,TP. Hà Nội,75,75,Kinh doanh phân bón và hóa chất,Công ty con,,75.0,75.0,,
Công ty Cổ phần Quản lý và Phát triển nhà Dầu khí Miền Nam (*),Công ty Cổ phần Quản lý và Phát triển nhà Dầu khí Miền Nam (*),Công ty Cổ phần Quản lý và Phát triển nhà Dầu khí Miền Nam (*),TP. Hồ Chí Minh,"81,38","81,38","Xây dựng công trình dân dụng, công nghiệp và cung cấp dịch vụ",Công ty con,,81.38,81.38,,
Công ty Cổ phần Bao bi Đạm Phú Mỹ,Công ty Cổ phần Bao bi Đạm Phú Mỹ,Công ty Cổ phần Bao bi Đạm Phú Mỹ,Tỉnh Bà Rịa - Vũng Tàu,"43,34","43,34",Sản xuất bao bì,Công ty liên kết,,43.34,43.34,,
Công ty Cổ phần Phát triển Đỏ thị Dầu khí,Công ty Cổ phần Phát triển Đỏ thị Dầu khí,Công ty Cổ phần Phát triển Đỏ thị Dầu khí,TP. Cần Thơ,"35,63","35,63","Xây dựng công trình dân dụng, công nghiệp và cung cấp dịch vụ",Công ty liên kết,,35.63,35.63,,
Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,TP. Hải Phòng,"25,99","25,99",Sản xuất và mua bán xơ sợi polyester,Công ty liên kết,,25.99,25.99,,
