row_label_raw,row_label_full,Tập đoàn TOYO Việt Nam,31/12/2015 > Giá trịVND > -,31/12/2015 > Số có khả năngtrả nợVND > -,31/12/2014 > Giá trịVND > 29.662.500.000,31/12/2014 > Số có khả năngtrả nợVND > 29.662.500.000,numeric__31/12/2015 > Giá trịVND > -,numeric__31/12/2015 > Số có khả năngtrả nợVND > -,numeric__31/12/2014 > Giá trịVND > 29.662.500.000,numeric__31/12/2014 > Số có khả năngtrả nợVND > 29.662.500.000
"Baker Hughes Asia Pacific Ltd.,","Baker Hughes Asia Pacific Ltd.,","Baker Hughes Asia Pacific Ltd.,",16.849.383.370,16.849.383.370,12.005.037.500,12.005.037.500,16849383370.0,16849383370.0,12005037500.0,12005037500.0
Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 39),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 39),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 39),200.604.081.795,200.604.081.795,234.170.436.834,234.170.436.834,200604081795.0,200604081795.0,234170436834.0,234170436834.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,143.867.635.128,143.867.635.128,88.830.083.512,88.830.083.512,143867635128.0,143867635128.0,88830083512.0,88830083512.0
,,,361.321.100.293,361.321.100.293,364.668.057.846,364.668.057.846,361321100293.0,361321100293.0,364668057846.0,364668057846.0
