row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,2015,2014(Trình bày lại),numeric__Mã số,numeric__Thuyết minh,numeric__2015,numeric__2014(Trình bày lại)
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,9.851.635.822.033,9.642.700.730.426,1.0,,9851635822033.0,9642700730426.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,86.688.977.560,93.850.877.835,2.0,,86688977560.0,93850877835.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,28,9.764.946.844.473,9.548.849.852.591,10.0,28.0,9764946844473.0,9548849852591.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,28,6.612.423.997.803,7.121.096.149.422,11.0,28.0,6612423997803.0,7121096149422.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,3.152.522.846.670,2.427.753.703.169,20.0,,3152522846670.0,2427753703169.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,30,256.561.206.512,406.506.623.868,21.0,30.0,256561206512.0,406506623868.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,31,7.070.545.699,4.729.620.348,22.0,31.0,7070545699.0,4729620348.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,2.568.699.865,2.931.385.121,23.0,,2568699865.0,2931385121.0
8. Phần (lỗ) trong công ty liên kết,8. Phần (lỗ) trong công ty liên kết,8. Phần (lỗ) trong công ty liên kết,24,6,(198.273.817.160),(279.826.945.025),24.0,6.0,-198273817160.0,-279826945025.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,32,750.985.639.837,701.604.959.417,25.0,32.0,750985639837.0,701604959417.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,32,597.075.933.211,570.530.577.008,26.0,32.0,597075933211.0,570530577008.0
11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,1.855.678.117.275,1.277.568.225.239,30.0,,1855678117275.0,1277568225239.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,33,25.682.368.809,16.648.055.652,31.0,33.0,25682368809.0,16648055652.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,33,1.087.635.279,9.545.806.055,32.0,33.0,1087635279.0,9545806055.0
14. Lợi nhuận khác (40=31-32),14. Lợi nhuận khác (40=31-32),14. Lợi nhuận khác (40=31-32),40,,24.594.733.530,7.102.249.597,40.0,,24594733530.0,7102249597.0
15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.880.272.850.805,1.284.670.474.836,50.0,,1880272850805.0,1284670474836.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,34,309.160.303.969,186.726.498.683,51.0,34.0,309160303969.0,186726498683.0
17. Chi phí/(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí/(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí/(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,17,48.651.197.780,(36.514.419.748),52.0,17.0,48651197780.0,-36514419748.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.522.461.349.056,1.134.458.395.901,60.0,,1522461349056.0,1134458395901.0
18.1. Lợi nhuận sau thuế của Công ty mẹ,18.1. Lợi nhuận sau thuế của Công ty mẹ,18.1. Lợi nhuận sau thuế của Công ty mẹ,61,,1.488.213.481.717,1.096.275.840.370,61.0,,1488213481717.0,1096275840370.0
18.2. Lợi nhuận sau thuế của cổ đông không kiểm,18.2. Lợi nhuận sau thuế của cổ đông không kiểm,18.2. Lợi nhuận sau thuế của cổ đông không kiểm,62,,34.247.867.339,38.182.555.531,62.0,,34247867339.0,38182555531.0
