row_label_raw,row_label_full,Ông Hoàng Văn Ninh,Chủ tịch,numeric__Chủ tịch
Ông Bùi Xuân Dũng,Ông Bùi Xuân Dũng,Ông Bùi Xuân Dũng,Phó Chủ tịch (Bổ nhiệm từ ngày 01 tháng 12 năm 2019),
Ông Bùi Xuân Dũng,Ông Bùi Xuân Dũng,Ông Bùi Xuân Dũng,Thành viên (Miễn nhiệm từ ngày 01 tháng 12 năm 2019),
Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Thành viên,
Ông Hoàng Mạnh Hải,Ông Hoàng Mạnh Hải,Ông Hoàng Mạnh Hải,Thành viên,
Bà Cao Thị Thu Hà,Bà Cao Thị Thu Hà,Bà Cao Thị Thu Hà,Thành viên,
Bà Nguyễn Thúy Trang,Bà Nguyễn Thúy Trang,Bà Nguyễn Thúy Trang,Thành viên độc lập,
