row_label_raw,row_label_full,col_0,Cuôi năm,Cuôi năm_1,Cuôi năm_2,Đầu năm,Đầu năm_1,Đầu năm_2,numeric__Cuôi năm,numeric__Cuôi năm_1,numeric__Cuôi năm_2,numeric__Đầu năm,numeric__Đầu năm_1,numeric__Đầu năm_2
,,,Tổng số,Vốn CP thường,Tỷ lệ,Tổng số,Vốn CP thường,Tỷ lệ,,,,,,
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,25.000,25.000,"1,00%",187.500,187.500,"7,50%",25000.0,25000.0,0.01,187500.0,187500.0,0.075
Ngân hàng TMCP An Bình,Ngân hàng TMCP An Bình,Ngân hàng TMCP An Bình,210.000,210.000,"8,40%",210.000,210.000,"8,40%",210000.0,210000.0,0.084,210000.0,210000.0,0.084
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,2.265.000,2.265.000,"90,60%",2.102.500,2.102.500,"84,10%",2265000.0,2265000.0,0.9059999999999999,2102500.0,2102500.0,0.841
,,,2.500.000,2.500.000,100%,2.500.000,2.500.000,100%,2500000.0,2500000.0,1.0,2500000.0,2500000.0,1.0
