row_label_raw,row_label_full,col_0,Số cuối nămTriệu VND,Số đầu nămTriệu VND,numeric__Số cuối nămTriệu VND,numeric__Số đầu nămTriệu VND
Dự phòng rủi ro khác,Dự phòng rủi ro khác,Dự phòng rủi ro khác,Dự phòng rủi ro khác,Dự phòng rủi ro khác,,
- Phải thu từ các hợp đồng mua và bán lại,Dự phòng rủi ro khác > - Phải thu từ các hợp đồng mua và bán lại,- Phải thu từ các hợp đồng mua và bán lại,(28.148),(25.191),-28148.0,-25191.0
- Lãi phải thu từ các hợp đồng mua và bán lại,Dự phòng rủi ro khác > - Lãi phải thu từ các hợp đồng mua và bán lại,- Lãi phải thu từ các hợp đồng mua và bán lại,(13.099),(13.099),-13099.0,-13099.0
- Các khoản hợp tác đầu tư,Dự phòng rủi ro khác > - Các khoản hợp tác đầu tư,- Các khoản hợp tác đầu tư,(111.326),(108.136),-111326.0,-108136.0
- Lãi phải thu từ các khoản hợp tác đầu tư,Dự phòng rủi ro khác > - Lãi phải thu từ các khoản hợp tác đầu tư,- Lãi phải thu từ các khoản hợp tác đầu tư,(4.241),(4.241),-4241.0,-4241.0
- Khoản trả chậm ủy thác đầu tư,Dự phòng rủi ro khác > - Khoản trả chậm ủy thác đầu tư,- Khoản trả chậm ủy thác đầu tư,(52.014),(53.128),-52014.0,-53128.0
- Lãi phải thu từ khoản trả chậm ủy thác đầu tư,Dự phòng rủi ro khác > - Lãi phải thu từ khoản trả chậm ủy thác đầu tư,- Lãi phải thu từ khoản trả chậm ủy thác đầu tư,(282),(282),-282.0,-282.0
- Phải thu từ các khoản mua bán chứng khoán,Dự phòng rủi ro khác > - Phải thu từ các khoản mua bán chứng khoán,- Phải thu từ các khoản mua bán chứng khoán,(159.029),(121.585),-159029.0,-121585.0
- Khoản khác,Dự phòng rủi ro khác > - Khoản khác,- Khoản khác,(3.168),(1.296),-3168.0,-1296.0
,,,(371.307),(326.958),-371307.0,-326958.0
