row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
Lợi nhuận trước thuế TNDN,Lợi nhuận trước thuế TNDN,Lợi nhuận trước thuế TNDN,285.466,254.214,285466.0,254214.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Trừ:,Các khoản điều chỉnh: > Trừ:,Trừ:,(7.631),(6.211),-7631.0,-6211.0
- Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,Các khoản điều chỉnh: > - Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,- Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,(7.180),(6.211),-7180.0,-6211.0
- Lỗ chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,Các khoản điều chỉnh: > - Lỗ chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,- Lỗ chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,(175),-,-175.0,
- Lãi chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ tại thời điểm cuối năm,Các khoản điều chỉnh: > - Lãi chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ tại thời điểm cuối năm,- Lãi chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ tại thời điểm cuối năm,(276),-,-276.0,
Cộng:,Các khoản điều chỉnh: > Cộng:,Cộng:,2.237,2.060,2237.0,2060.0
- Chi phí không được khấu trừ,Các khoản điều chỉnh: > - Chi phí không được khấu trừ,- Chi phí không được khấu trừ,2.237,1.864,2237.0,1864.0
"- Lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ, có nguồn gốc ngoại tệ tại thời điểm cuối năm","Các khoản điều chỉnh: > - Lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ, có nguồn gốc ngoại tệ tại thời điểm cuối năm","- Lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ, có nguồn gốc ngoại tệ tại thời điểm cuối năm",-,175,,175.0
- Lãi chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,Các khoản điều chỉnh: > - Lãi chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,- Lãi chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,-,21,,21.0
Thu nhập chịu thuế kỳ hiện hành,Các khoản điều chỉnh: > Thu nhập chịu thuế kỳ hiện hành,Thu nhập chịu thuế kỳ hiện hành,280.072,250.063,280072.0,250063.0
Thuế suất thuế TNDN,Các khoản điều chỉnh: > Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,20%,0.2,0.2
Chi phí thuế TNDN tính trên thu nhập chịu thuế,Các khoản điều chỉnh: > Chi phí thuế TNDN tính trên thu nhập chịu thuế,Chi phí thuế TNDN tính trên thu nhập chịu thuế,56.014,50.013,56014.0,50013.0
Điều chỉnh chi phí thuế TNDN của các năm trước vào năm nay,Các khoản điều chỉnh: > Điều chỉnh chi phí thuế TNDN của các năm trước vào năm nay,Điều chỉnh chi phí thuế TNDN của các năm trước vào năm nay,-,625,,625.0
Tổng chi phí thuế TNDN hiện hành,Các khoản điều chỉnh: > Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,56.014,50.638,56014.0,50638.0
- Thuế TNDN phải nộp đầu năm,Các khoản điều chỉnh: > - Thuế TNDN phải nộp đầu năm,- Thuế TNDN phải nộp đầu năm,18.012,7.419,18012.0,7419.0
- Thuế TNDN đã nộp trong năm,Các khoản điều chỉnh: > - Thuế TNDN đã nộp trong năm,- Thuế TNDN đã nộp trong năm,(45.012),(40.045),-45012.0,-40045.0
Thuế TNDN còn phải nộp cuối năm,Các khoản điều chỉnh: > Thuế TNDN còn phải nộp cuối năm,Thuế TNDN còn phải nộp cuối năm,29.014,18.012,29014.0,18012.0
