row_label_raw,row_label_full,col_0,Số cuối năm > Mệnh giá,Số cuối năm > Giá trị hiện tại,Số cuối năm > Tỷ lệ sở hữu,Số đầu năm > Mệnh giá,Số đầu năm > Giá trị hiện tại,Số đầu năm > Tỷ lệ sở hữu,numeric__Số cuối năm > Mệnh giá,numeric__Số cuối năm > Giá trị hiện tại,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Mệnh giá,numeric__Số đầu năm > Giá trị hiện tại,numeric__Số đầu năm > Tỷ lệ sở hữu
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,,,,,,
- Công ty Cổ phần Giải phápThanh toán Điện lực và Viễn thông,Các khoản đầu tư dài hạn khác > - Công ty Cổ phần Giải phápThanh toán Điện lực và Viễn thông,- Công ty Cổ phần Giải phápThanh toán Điện lực và Viễn thông,5.500,5.500,"0,60",5.500,5.500,"11,00",5500.0,5500.0,0.6,5500.0,5500.0,11.0
- Công ty Cổ phần Đầu tư Điện lực Hà Nội,Các khoản đầu tư dài hạn khác > - Công ty Cổ phần Đầu tư Điện lực Hà Nội,- Công ty Cổ phần Đầu tư Điện lực Hà Nội,48.300,48.300,"10,00",48.300,48.300,"10,05",48300.0,48300.0,10.0,48300.0,48300.0,10.05
- Công ty Cổ phần Đầu tư Phát triển Khánh Hòa - Hà Nội,Các khoản đầu tư dài hạn khác > - Công ty Cổ phần Đầu tư Phát triển Khánh Hòa - Hà Nội,- Công ty Cổ phần Đầu tư Phát triển Khánh Hòa - Hà Nội,13.677,13.676,"11,00",13.676,13.676,"11,00",13677.0,13676.0,11.0,13676.0,13676.0,11.0
- Công ty Cổ phần Seoul Metal Việt Nam,Các khoản đầu tư dài hạn khác > - Công ty Cổ phần Seoul Metal Việt Nam,- Công ty Cổ phần Seoul Metal Việt Nam,43.475,43.476,"6,30",43.476,43.476,"6,37",43475.0,43476.0,6.3,43476.0,43476.0,6.37
- Công ty Cổ phần Helio Power,Các khoản đầu tư dài hạn khác > - Công ty Cổ phần Helio Power,- Công ty Cổ phần Helio Power,300.000,300.000,"9,09",-,-,-,300000.0,300000.0,9.09,,,
- Công ty Cổ phần Amber Capital,Các khoản đầu tư dài hạn khác > - Công ty Cổ phần Amber Capital,- Công ty Cổ phần Amber Capital,39.200,39.200,"4,90",-,-,-,39200.0,39200.0,4.9,,,
- Công ty Cổ phần Bất động sản Quang Anh,Các khoản đầu tư dài hạn khác > - Công ty Cổ phần Bất động sản Quang Anh,- Công ty Cổ phần Bất động sản Quang Anh,29.870,29.870,"4,98",-,-,-,29870.0,29870.0,4.98,,,
,,,480.022,480.022,,110.952,110.952,,480022.0,480022.0,,110952.0,110952.0,
