row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTống lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mònHoàn nhập dự phòngLỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền tệcó gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,"Thuyết minh > 11, 12, 1329",Năm nay > 1.022.822.132487.722.491(110.676.324)29.702.204(197.191.877)716.094.685,Năm trước > 1.792.876.703579.014.760(117.903.371)73.118.511(713.557.518)(270.599.417),numeric__CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTống lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mònHoàn nhập dự phòngLỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền tệcó gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,"numeric__Thuyết minh > 11, 12, 1329",numeric__Năm nay > 1.022.822.132487.722.491(110.676.324)29.702.204(197.191.877)716.094.685,numeric__Năm trước > 1.792.876.703579.014.760(117.903.371)73.118.511(713.557.518)(270.599.417)
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),1.342.949.668(50.492.765)424.194.523(1.299.962.404)124.742.131(436.458.129)(2.323.226)(1.536.000),,321.0,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),1.342.949.668(50.492.765)424.194.523(1.299.962.404)124.742.131(436.458.129)(2.323.226)(1.536.000),,321.0,,
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),1.342.949.668(50.492.765)424.194.523(1.299.962.404)124.742.131(436.458.129)(2.323.226)(1.536.000),,321.0,,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),1.342.949.668(50.492.765)424.194.523(1.299.962.404)124.742.131(436.458.129)(2.323.226)(1.536.000),,321.0,,
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),1.342.949.668(50.492.765)424.194.523(1.299.962.404)124.742.131(436.458.129)(2.323.226)(1.536.000),,321.0,,
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),1.342.949.668(50.492.765)424.194.523(1.299.962.404)124.742.131(436.458.129)(2.323.226)(1.536.000),,321.0,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),1.342.949.668(50.492.765)424.194.523(1.299.962.404)124.742.131(436.458.129)(2.323.226)(1.536.000),,321.0,,
17,17,17,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt độngkinh doanh,32.1,1.948.473.311(1.139.245.871)234.260.953(1.093.852.988)(406.356.942)(294.260.645)(28.881.207)(2.917.360),1.342.949.668(50.492.765)424.194.523(1.299.962.404)124.742.131(436.458.129)(2.323.226)(1.536.000),,321.0,,
20,20,20,Lưu chuyển tiền thuần (sử dụng vào)từ hoạt động kinh doanh,,(782.780.749),101.113.798,,,-782780749.0,101113798.0
,,,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chi để mua sắm, xây dựngTSCĐ và tài sản dài hạn khácTiền thu do thanh lý, nhượng bánTSCĐ và tài sản dài hạn khácTiền chi cho vayTiền thu hồi cho vayTiền chi để đầu tư, góp vốn vàođơn vị khác trừ đi tiền thu vềTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi cho vay, tiền gửi, cổ tứcvà lợi nhuận được chia",,(793.841.012)31.217.343(457.005.980)1.192.724.315-434.414.95276.598.065,(614.181.316)204.906.906(125.380.935)609.108.000(34.223.686)2.557.4407.027.004,,,,
