row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Cho vay ngắn hạn bên liên quan (TM số 33) (i),Ngắn hạn > Cho vay ngắn hạn bên liên quan (TM số 33) (i),Cho vay ngắn hạn bên liên quan (TM số 33) (i),2.361.062.055,2.090.208.799,2361062055.0,2090208799.0
Cho vay ngắn hạn các bên thứ ba (ii),Ngắn hạn > Cho vay ngắn hạn các bên thứ ba (ii),Cho vay ngắn hạn các bên thứ ba (ii),323.160.677,158.110.825,323160677.0,158110825.0
,,,2.684.222.732,2.248.319.624,2684222732.0,2248319624.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Cho vay dài hạn bên liên quan (TM số 33) (i),Dài hạn > Cho vay dài hạn bên liên quan (TM số 33) (i),Cho vay dài hạn bên liên quan (TM số 33) (i),-,274.178.939,,274178939.0
Cho vay dài hạn các bên thứ ba (ii),Dài hạn > Cho vay dài hạn các bên thứ ba (ii),Cho vay dài hạn các bên thứ ba (ii),46.813.199,-,46813199.0,
,,,46.813.199,274.178.939,46813199.0,274178939.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.731.035.931,2.522.498.563,2731035931.0,2522498563.0
Dự phòng phải thu về cho vay khó đòi,Dài hạn > Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,(23.959.811),(18.363.688),-23959811.0,-18363688.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.707.076.120,2.504.134.875,2707076120.0,2504134875.0
