row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,996.970.472,1.794.650.982,996970472.0,1794650982.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Trong đó: > - Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,- Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,969.470.200,674.941.133,969470200.0,674941133.0
- Công ty Cổ phần Chế biến Thức ăn Gia súc Đông Gia Lai,Trong đó: > - Công ty Cổ phần Chế biến Thức ăn Gia súc Đông Gia Lai,- Công ty Cổ phần Chế biến Thức ăn Gia súc Đông Gia Lai,-,1.097.734.678,,1097734678.0
- Các nhà cung cấp khác,Trong đó: > - Các nhà cung cấp khác,- Các nhà cung cấp khác,27.500.272,21.975.171,27500272.0,21975171.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trong đó: > Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,25.118.960,1.227.055,25118960.0,1227055.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.022.089.432,1.795.878.037,1022089432.0,1795878037.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước các bên liên quan (TM số 33),Trong đó: > Trả trước các bên liên quan (TM số 33),Trả trước các bên liên quan (TM số 33),969.470.197,1.777.920.352,969470197.0,1777920352.0
Trả trước các bên thứ ba,Trong đó: > Trả trước các bên thứ ba,Trả trước các bên thứ ba,52.619.235,17.957.685,52619235.0,17957685.0
Dự phòng trả trước cho người bán ngắn hạn khó đòi,Trong đó: > Dự phòng trả trước cho người bán ngắn hạn khó đòi,Dự phòng trả trước cho người bán ngắn hạn khó đòi,(6.549.643),(404.852),-6549643.0,-404852.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.015.539.789,1.795.473.185,1015539789.0,1795473185.0
